Student_ID,Major_Category,Year_of_Study,Pre_Semester_GPA,Weekly_GenAI_Hours,Primary_Use_Case,Prompt_Engineering_Skill,Tool_Diversity,Paid_Subscription,Traditional_Study_Hours,Perceived_AI_Dependency,Institutional_Policy,Anxiety_Level_During_Exams,Post_Semester_GPA,Skill_Retention_Score,Burnout_Risk_Level
130536,STEM,Freshman,3.599,2.62,Ideation,Beginner,2,False,24.22,4,Allowed_With_Citation,7,4.0,58.48,Low
130537,STEM,Sophomore,2.75,7.66,Debugging/Troubleshooting,Intermediate,4,True,2.96,3,Actively_Encouraged,4,2.506,74.38,High
130540,STEM,Graduate,3.677,35.19,Debugging/Troubleshooting,Advanced,3,True,9.15,9,Allowed_With_Citation,4,4.0,80.64,High
130547,STEM,Graduate,3.263,28.09,Debugging/Troubleshooting,Advanced,5,True,16.17,6,Actively_Encouraged,6,3.807,67.29,High
130549,STEM,Freshman,3.385,0.64,Debugging/Troubleshooting,Beginner,3,True,17.66,3,Actively_Encouraged,3,3.579,68.66,Low
130555,STEM,Senior,3.423,12.08,Summarizing_Reading,Beginner,1,False,6.16,2,Allowed_With_Citation,3,3.862,79.33,High
130559,STEM,Sophomore,3.682,21.24,Debugging/Troubleshooting,Beginner,2,True,17.47,5,Allowed_With_Citation,9,3.859,81.04,High
130562,STEM,Freshman,2.889,1.63,Copywriting/Drafting,Advanced,3,True,13.41,1,Allowed_With_Citation,2,3.11,94.34,Low
130568,STEM,Graduate,3.066,16.52,Summarizing_Reading,Advanced,3,False,17.0,3,Allowed_With_Citation,3,3.285,74.41,High
130574,STEM,Junior,2.324,1.62,Summarizing_Reading,Advanced,3,False,11.63,3,Actively_Encouraged,1,2.362,80.39,Medium
130577,STEM,Junior,3.174,1.56,Debugging/Troubleshooting,Beginner,2,False,23.27,4,Allowed_With_Citation,6,3.784,78.65,High
130578,STEM,Senior,3.334,0.94,Debugging/Troubleshooting,Beginner,2,False,6.41,1,Allowed_With_Citation,7,3.303,57.52,Low
130591,STEM,Senior,2.491,16.63,Copywriting/Drafting,Advanced,3,False,19.0,3,Allowed_With_Citation,5,2.926,69.17,Medium
130592,STEM,Senior,3.777,25.32,Direct_Answer_Generation,Intermediate,4,False,10.17,7,Strict_Ban,8,3.666,53.14,High
130593,STEM,Freshman,3.48,15.58,Debugging/Troubleshooting,Intermediate,3,True,13.06,5,Strict_Ban,7,3.461,73.8,High
130600,STEM,Senior,3.604,15.32,Ideation,Intermediate,4,True,16.78,5,Actively_Encouraged,5,4.0,67.36,High
130605,STEM,Junior,3.366,12.69,Copywriting/Drafting,Intermediate,2,False,15.82,4,Allowed_With_Citation,4,3.857,54.99,Medium
130610,STEM,Freshman,2.403,0.49,Ideation,Intermediate,4,False,7.02,2,Actively_Encouraged,1,2.389,70.38,Low
130612,STEM,Sophomore,3.725,14.31,Debugging/Troubleshooting,Intermediate,1,False,9.09,4,Actively_Encouraged,5,4.0,70.9,High
130613,STEM,Junior,3.275,19.7,Ideation,Advanced,3,True,10.12,7,Allowed_With_Citation,3,3.773,86.42,High
130619,STEM,Graduate,3.362,17.29,Debugging/Troubleshooting,Intermediate,2,True,6.14,6,Allowed_With_Citation,5,3.316,72.72,Medium
130620,STEM,Graduate,3.562,1.15,Debugging/Troubleshooting,Advanced,3,False,7.34,3,Strict_Ban,1,3.708,88.1,Medium
130622,STEM,Senior,3.685,1.51,Debugging/Troubleshooting,Advanced,3,True,14.25,3,Actively_Encouraged,4,4.0,90.28,Medium
130624,STEM,Junior,2.193,0.71,Debugging/Troubleshooting,Advanced,3,False,11.71,4,Allowed_With_Citation,3,2.471,87.61,Medium
130633,STEM,Junior,2.249,0.41,Direct_Answer_Generation,Advanced,3,True,18.1,1,Actively_Encouraged,2,2.725,50.94,Low
130638,STEM,Senior,3.065,9.32,Debugging/Troubleshooting,Intermediate,2,False,3.61,3,Allowed_With_Citation,4,3.345,100.0,Medium
130639,STEM,Junior,2.742,7.64,Direct_Answer_Generation,Advanced,3,False,14.77,6,Allowed_With_Citation,3,3.019,85.5,Medium
130640,STEM,Senior,3.347,6.81,Debugging/Troubleshooting,Beginner,1,True,11.87,2,Actively_Encouraged,3,3.492,91.94,Medium
130642,STEM,Senior,2.967,3.16,Direct_Answer_Generation,Advanced,5,False,14.06,4,Actively_Encouraged,5,2.98,92.63,Low
130646,STEM,Junior,2.586,0.87,Debugging/Troubleshooting,Beginner,1,False,10.88,4,Allowed_With_Citation,1,2.634,74.37,Low
130647,STEM,Freshman,3.3,29.08,Ideation,Intermediate,4,False,16.27,10,Allowed_With_Citation,7,3.556,84.27,High
130649,STEM,Junior,3.417,11.26,Debugging/Troubleshooting,Advanced,3,False,5.68,5,Allowed_With_Citation,5,3.75,94.56,Low
130650,STEM,Senior,3.372,11.29,Debugging/Troubleshooting,Advanced,3,False,17.85,2,Actively_Encouraged,2,3.869,100.0,Medium
130651,STEM,Sophomore,3.811,3.53,Debugging/Troubleshooting,Intermediate,2,False,4.6,4,Allowed_With_Citation,6,4.0,61.16,High
130654,STEM,Freshman,3.047,10.49,Debugging/Troubleshooting,Intermediate,2,False,20.97,3,Actively_Encouraged,7,3.226,94.58,High
130656,STEM,Junior,3.801,2.77,Debugging/Troubleshooting,Beginner,2,True,9.68,5,Allowed_With_Citation,4,4.0,59.67,High
130658,STEM,Freshman,3.296,24.25,Copywriting/Drafting,Beginner,2,True,2.76,3,Actively_Encouraged,2,3.217,69.25,High
130660,STEM,Freshman,2.704,0.72,Debugging/Troubleshooting,Intermediate,2,False,5.55,2,Allowed_With_Citation,8,2.833,86.59,Low
130662,STEM,Senior,3.327,1.43,Copywriting/Drafting,Intermediate,2,True,7.8,3,Allowed_With_Citation,2,3.587,78.43,Low
130667,STEM,Senior,3.343,2.95,Debugging/Troubleshooting,Beginner,2,True,1.88,2,Actively_Encouraged,1,3.491,68.8,Low
130668,STEM,Junior,3.34,10.43,Ideation,Advanced,3,True,13.44,1,Allowed_With_Citation,1,3.618,80.62,High
130669,STEM,Sophomore,3.701,4.16,Debugging/Troubleshooting,Advanced,4,False,16.98,2,Actively_Encouraged,3,4.0,83.58,Low
130670,STEM,Junior,2.282,8.55,Debugging/Troubleshooting,Intermediate,4,True,1.0,2,Actively_Encouraged,3,2.63,85.04,Medium
130673,STEM,Freshman,2.965,4.72,Direct_Answer_Generation,Advanced,3,True,10.03,2,Strict_Ban,3,3.091,87.14,Medium
130675,STEM,Senior,2.542,5.74,Direct_Answer_Generation,Advanced,4,False,4.35,3,Allowed_With_Citation,3,2.532,73.65,Medium
130682,STEM,Sophomore,2.674,13.23,Summarizing_Reading,Beginner,3,True,1.18,3,Strict_Ban,7,2.743,64.65,Medium
130689,STEM,Freshman,3.602,20.63,Debugging/Troubleshooting,Beginner,3,True,14.08,4,Actively_Encouraged,4,3.765,84.69,Medium
130693,STEM,Senior,2.9,21.69,Debugging/Troubleshooting,Beginner,2,False,16.12,3,Strict_Ban,9,3.067,80.02,High
130696,STEM,Sophomore,3.549,6.73,Ideation,Beginner,1,False,17.7,5,Actively_Encouraged,2,3.6,72.24,High
130698,STEM,Senior,2.09,10.9,Debugging/Troubleshooting,Intermediate,5,False,13.36,5,Allowed_With_Citation,4,2.348,96.95,Medium
130699,STEM,Junior,3.665,20.43,Debugging/Troubleshooting,Beginner,1,True,7.42,6,Allowed_With_Citation,5,3.849,79.1,Medium
130704,STEM,Sophomore,3.396,22.06,Debugging/Troubleshooting,Beginner,3,False,3.93,2,Allowed_With_Citation,2,3.485,58.79,Medium
130707,STEM,Junior,2.495,0.55,Debugging/Troubleshooting,Advanced,4,False,16.11,4,Allowed_With_Citation,7,2.786,100.0,Low
130712,STEM,Graduate,2.779,4.09,Direct_Answer_Generation,Intermediate,3,False,16.59,2,Actively_Encouraged,6,2.958,88.22,Medium
130714,STEM,Sophomore,3.641,7.13,Debugging/Troubleshooting,Intermediate,2,False,2.39,4,Actively_Encouraged,3,3.937,70.49,High
130717,STEM,Freshman,3.75,0.58,Debugging/Troubleshooting,Intermediate,3,True,18.47,3,Actively_Encouraged,6,3.889,69.83,Medium
130722,STEM,Sophomore,2.79,4.99,Copywriting/Drafting,Advanced,5,True,10.03,3,Actively_Encouraged,1,2.871,68.67,High
130726,STEM,Freshman,3.084,0.33,Debugging/Troubleshooting,Intermediate,2,False,14.98,3,Actively_Encouraged,8,3.019,72.33,High
130728,STEM,Junior,2.609,18.26,Debugging/Troubleshooting,Intermediate,3,True,4.22,3,Actively_Encouraged,8,3.014,80.61,High
130729,STEM,Freshman,3.331,4.0,Debugging/Troubleshooting,Advanced,4,True,10.81,1,Actively_Encouraged,3,3.678,100.0,Low
130731,STEM,Junior,3.064,6.48,Direct_Answer_Generation,Advanced,5,True,5.54,1,Strict_Ban,2,3.309,65.89,Low
130732,STEM,Senior,2.225,9.68,Copywriting/Drafting,Advanced,4,False,15.09,5,Strict_Ban,5,2.554,79.84,High
130739,STEM,Graduate,3.14,19.8,Debugging/Troubleshooting,Advanced,3,True,20.77,6,Allowed_With_Citation,6,3.76,96.85,High
130741,STEM,Freshman,3.589,29.79,Summarizing_Reading,Intermediate,2,False,12.03,6,Allowed_With_Citation,6,3.767,53.09,Medium
130744,STEM,Sophomore,2.375,29.0,Copywriting/Drafting,Beginner,2,False,14.17,8,Allowed_With_Citation,6,2.588,61.23,High
130747,STEM,Sophomore,2.83,8.8,Copywriting/Drafting,Beginner,1,False,9.76,3,Allowed_With_Citation,3,3.032,61.09,Low
130748,STEM,Freshman,3.008,1.97,Summarizing_Reading,Advanced,4,True,4.66,4,Allowed_With_Citation,7,3.017,52.66,Medium
130750,STEM,Sophomore,3.345,11.24,Debugging/Troubleshooting,Intermediate,1,False,12.79,3,Allowed_With_Citation,2,3.606,80.98,Medium
130751,STEM,Freshman,3.688,16.75,Debugging/Troubleshooting,Intermediate,3,True,12.32,4,Allowed_With_Citation,6,3.924,67.57,Medium
130760,STEM,Junior,3.132,3.96,Direct_Answer_Generation,Advanced,5,False,14.77,5,Allowed_With_Citation,7,3.11,82.45,Medium
130762,STEM,Freshman,3.51,4.54,Debugging/Troubleshooting,Intermediate,3,False,2.57,1,Strict_Ban,1,3.523,95.18,Low
130764,STEM,Senior,3.228,25.56,Debugging/Troubleshooting,Beginner,2,False,12.37,4,Allowed_With_Citation,2,3.862,82.03,High
130768,STEM,Freshman,3.616,0.79,Debugging/Troubleshooting,Intermediate,2,False,15.51,2,Actively_Encouraged,3,3.825,71.52,Low
130769,STEM,Graduate,3.338,0.38,Copywriting/Drafting,Intermediate,2,True,1.65,3,Actively_Encouraged,3,3.445,98.56,Medium
130771,STEM,Senior,2.605,1.04,Debugging/Troubleshooting,Intermediate,1,False,10.1,2,Allowed_With_Citation,3,2.728,86.65,Medium
130777,STEM,Graduate,3.432,4.87,Debugging/Troubleshooting,Intermediate,2,False,14.5,2,Actively_Encouraged,6,3.795,70.01,Medium
130780,STEM,Junior,3.607,8.48,Debugging/Troubleshooting,Beginner,3,False,1.0,4,Strict_Ban,6,3.658,61.1,Low
130781,STEM,Junior,3.41,3.59,Debugging/Troubleshooting,Beginner,2,False,4.87,3,Allowed_With_Citation,1,3.746,53.79,Low
130783,STEM,Sophomore,2.53,5.41,Summarizing_Reading,Intermediate,4,False,6.74,2,Strict_Ban,1,2.685,93.6,Medium
130784,STEM,Freshman,3.205,14.28,Ideation,Beginner,1,True,2.7,4,Strict_Ban,6,3.104,53.49,Medium
130786,STEM,Sophomore,3.241,1.77,Debugging/Troubleshooting,Beginner,1,True,19.19,2,Allowed_With_Citation,1,3.785,77.79,Medium
130787,STEM,Sophomore,3.089,0.97,Debugging/Troubleshooting,Intermediate,3,False,12.75,3,Actively_Encouraged,4,3.378,85.21,High
130789,STEM,Freshman,3.19,14.98,Debugging/Troubleshooting,Intermediate,5,True,10.64,3,Allowed_With_Citation,1,3.333,98.25,Low
130791,STEM,Sophomore,2.921,9.65,Debugging/Troubleshooting,Beginner,1,False,12.43,7,Allowed_With_Citation,6,3.182,81.13,Low
130794,STEM,Freshman,3.402,11.72,Copywriting/Drafting,Intermediate,1,True,8.11,3,Allowed_With_Citation,4,3.579,75.48,Medium
130797,STEM,Senior,1.482,23.8,Debugging/Troubleshooting,Advanced,5,True,5.41,3,Strict_Ban,6,1.77,76.65,Medium
130802,STEM,Graduate,3.087,19.25,Debugging/Troubleshooting,Intermediate,5,True,12.71,7,Strict_Ban,7,3.302,80.56,High
130803,STEM,Junior,3.762,12.88,Copywriting/Drafting,Advanced,5,True,13.11,2,Actively_Encouraged,2,4.0,100.0,Medium
130808,STEM,Senior,3.053,21.57,Summarizing_Reading,Beginner,3,True,9.77,9,Actively_Encouraged,5,3.453,91.85,High
130813,STEM,Junior,3.221,14.69,Debugging/Troubleshooting,Intermediate,3,True,14.29,3,Allowed_With_Citation,3,3.881,72.65,Medium
130814,STEM,Junior,3.611,19.86,Debugging/Troubleshooting,Beginner,2,True,11.32,6,Allowed_With_Citation,8,3.992,62.66,Medium
130816,STEM,Sophomore,3.618,27.09,Debugging/Troubleshooting,Intermediate,2,True,1.0,5,Actively_Encouraged,6,3.666,49.19,Medium
130820,STEM,Sophomore,3.27,28.36,Debugging/Troubleshooting,Intermediate,3,True,12.34,6,Allowed_With_Citation,1,3.608,77.19,High
130821,STEM,Senior,3.1,4.8,Debugging/Troubleshooting,Intermediate,3,False,21.15,4,Actively_Encouraged,4,3.6,74.34,Low
130823,STEM,Senior,3.107,24.51,Direct_Answer_Generation,Advanced,3,False,19.2,6,Allowed_With_Citation,8,3.236,79.84,Medium
130834,STEM,Sophomore,3.84,16.03,Debugging/Troubleshooting,Advanced,4,True,14.81,2,Allowed_With_Citation,1,4.0,100.0,High
130839,STEM,Senior,2.881,3.01,Direct_Answer_Generation,Intermediate,4,False,4.03,2,Allowed_With_Citation,1,2.877,49.26,Medium
130842,STEM,Sophomore,3.532,9.48,Ideation,Beginner,3,True,10.15,2,Actively_Encouraged,5,3.626,100.0,Low
130844,STEM,Senior,3.529,9.06,Debugging/Troubleshooting,Intermediate,2,True,17.01,3,Allowed_With_Citation,3,3.754,83.17,Medium
130846,STEM,Graduate,2.71,24.95,Ideation,Advanced,3,True,7.83,6,Actively_Encouraged,4,2.963,71.53,High
130848,STEM,Freshman,3.819,0.01,Direct_Answer_Generation,Intermediate,3,False,11.18,1,Actively_Encouraged,4,4.0,93.5,Low
130849,STEM,Freshman,3.284,6.23,Debugging/Troubleshooting,Advanced,5,False,8.98,4,Allowed_With_Citation,3,3.808,99.36,Low
130852,STEM,Senior,3.159,7.26,Direct_Answer_Generation,Intermediate,1,True,4.44,1,Allowed_With_Citation,3,3.426,63.04,Medium
130854,STEM,Sophomore,3.314,18.22,Debugging/Troubleshooting,Beginner,1,True,3.55,6,Allowed_With_Citation,5,3.307,48.49,High
130858,STEM,Junior,3.009,19.79,Ideation,Intermediate,4,True,17.95,7,Strict_Ban,6,2.978,78.51,Medium
130861,STEM,Junior,3.479,6.74,Direct_Answer_Generation,Intermediate,2,True,20.5,2,Allowed_With_Citation,8,3.919,91.44,Low
130862,STEM,Senior,3.627,27.44,Direct_Answer_Generation,Intermediate,3,True,5.09,6,Actively_Encouraged,3,3.448,71.22,High
130863,STEM,Senior,3.378,21.21,Ideation,Intermediate,2,True,1.0,6,Actively_Encouraged,5,3.705,83.74,Medium
130864,STEM,Senior,3.485,0.59,Summarizing_Reading,Advanced,3,False,7.25,1,Actively_Encouraged,2,3.9,78.51,Medium
130865,STEM,Sophomore,3.879,37.51,Summarizing_Reading,Intermediate,2,True,4.33,7,Strict_Ban,7,4.0,59.49,Medium
130866,STEM,Sophomore,3.193,24.22,Debugging/Troubleshooting,Advanced,3,True,7.26,7,Actively_Encouraged,4,3.824,100.0,High
130870,STEM,Freshman,3.616,0.69,Direct_Answer_Generation,Beginner,2,False,3.59,3,Allowed_With_Citation,1,3.518,81.53,Medium
130876,STEM,Graduate,3.435,5.83,Debugging/Troubleshooting,Advanced,3,False,4.79,5,Actively_Encouraged,7,3.749,97.78,High
130878,STEM,Sophomore,2.486,0.97,Ideation,Beginner,1,False,12.64,1,Allowed_With_Citation,2,2.704,72.51,Low
130885,STEM,Junior,3.713,9.5,Summarizing_Reading,Beginner,1,True,14.95,4,Allowed_With_Citation,1,4.0,71.11,Medium
130898,STEM,Freshman,2.687,1.7,Ideation,Advanced,5,False,2.64,4,Actively_Encouraged,1,2.459,76.55,Medium
130899,STEM,Freshman,1.527,11.3,Debugging/Troubleshooting,Advanced,3,True,6.04,2,Actively_Encouraged,2,1.792,90.6,Medium
130907,STEM,Sophomore,3.743,1.52,Debugging/Troubleshooting,Intermediate,4,False,9.11,3,Strict_Ban,2,3.92,69.1,Low
130909,STEM,Graduate,3.231,8.72,Direct_Answer_Generation,Advanced,3,False,10.03,2,Allowed_With_Citation,4,3.388,86.3,High
130911,STEM,Senior,2.908,12.84,Copywriting/Drafting,Beginner,3,True,22.52,6,Strict_Ban,6,3.491,70.02,High
130916,STEM,Freshman,3.418,15.09,Copywriting/Drafting,Beginner,3,True,11.04,2,Actively_Encouraged,1,3.401,75.11,Medium
130934,STEM,Junior,3.517,1.75,Debugging/Troubleshooting,Intermediate,3,True,9.78,1,Allowed_With_Citation,2,3.396,71.18,Medium
130937,STEM,Sophomore,3.077,20.93,Direct_Answer_Generation,Intermediate,3,True,17.53,6,Strict_Ban,6,2.989,67.49,High
130939,STEM,Senior,3.889,2.11,Direct_Answer_Generation,Beginner,3,True,20.63,2,Allowed_With_Citation,6,4.0,63.08,Low
130940,STEM,Sophomore,3.797,0.83,Direct_Answer_Generation,Intermediate,2,False,16.62,2,Allowed_With_Citation,2,4.0,74.58,Medium
130942,STEM,Junior,3.446,5.47,Debugging/Troubleshooting,Advanced,4,False,6.99,4,Allowed_With_Citation,4,3.649,90.74,Medium
130947,STEM,Sophomore,2.954,35.85,Direct_Answer_Generation,Advanced,3,False,11.47,9,Strict_Ban,10,2.613,48.85,High
130948,STEM,Freshman,2.739,11.07,Ideation,Beginner,1,True,12.61,4,Strict_Ban,6,2.899,65.25,High
130950,STEM,Junior,3.76,2.44,Debugging/Troubleshooting,Advanced,3,False,1.0,1,Allowed_With_Citation,3,3.996,92.13,Low
130954,STEM,Senior,2.079,18.0,Debugging/Troubleshooting,Intermediate,1,True,12.03,5,Allowed_With_Citation,1,2.361,82.9,High
130957,STEM,Graduate,3.615,38.28,Debugging/Troubleshooting,Beginner,3,True,5.75,9,Allowed_With_Citation,8,3.63,60.93,High
130964,STEM,Junior,2.871,8.29,Summarizing_Reading,Advanced,3,True,1.0,5,Allowed_With_Citation,4,2.979,69.2,Medium
130965,STEM,Junior,3.4,2.66,Debugging/Troubleshooting,Beginner,1,True,3.95,2,Actively_Encouraged,2,3.603,78.89,Medium
130967,STEM,Sophomore,3.649,21.86,Ideation,Intermediate,3,True,11.58,6,Allowed_With_Citation,4,4.0,78.09,High
130969,STEM,Junior,3.164,6.96,Debugging/Troubleshooting,Advanced,3,False,9.48,4,Actively_Encouraged,5,3.404,91.59,High
130970,STEM,Junior,2.654,1.89,Debugging/Troubleshooting,Beginner,1,False,5.43,1,Actively_Encouraged,3,2.813,64.39,Low
130972,STEM,Freshman,2.598,22.94,Debugging/Troubleshooting,Beginner,1,True,6.41,5,Strict_Ban,10,2.492,51.29,Medium
130974,STEM,Junior,2.957,28.27,Debugging/Troubleshooting,Advanced,4,False,10.28,7,Allowed_With_Citation,7,3.264,81.83,Low
130979,STEM,Senior,3.018,17.89,Ideation,Beginner,3,False,12.22,4,Strict_Ban,6,3.002,71.33,High
130983,STEM,Senior,3.436,3.51,Ideation,Beginner,2,True,14.92,5,Allowed_With_Citation,6,3.807,65.87,Low
130984,STEM,Graduate,3.286,22.59,Debugging/Troubleshooting,Beginner,3,True,20.84,6,Allowed_With_Citation,5,3.602,76.2,High
130985,STEM,Junior,3.531,40.0,Summarizing_Reading,Beginner,3,False,11.64,8,Strict_Ban,10,3.628,48.7,High
130986,STEM,Freshman,2.04,8.98,Debugging/Troubleshooting,Advanced,5,False,10.02,6,Strict_Ban,2,2.182,78.52,Medium
130987,STEM,Graduate,3.581,0.51,Ideation,Intermediate,2,False,13.36,1,Allowed_With_Citation,1,3.661,83.75,Low
130991,STEM,Sophomore,2.658,1.73,Direct_Answer_Generation,Advanced,4,False,10.05,1,Allowed_With_Citation,3,2.872,71.5,Low
131002,STEM,Junior,2.789,1.05,Debugging/Troubleshooting,Advanced,3,False,9.03,3,Allowed_With_Citation,2,3.249,87.09,Medium
131006,STEM,Senior,3.549,10.07,Debugging/Troubleshooting,Intermediate,2,True,1.0,4,Allowed_With_Citation,3,3.81,67.58,Medium
131008,STEM,Freshman,3.003,13.17,Debugging/Troubleshooting,Beginner,3,True,5.18,4,Actively_Encouraged,7,3.157,100.0,Medium
131010,STEM,Senior,2.793,1.21,Direct_Answer_Generation,Advanced,4,False,17.97,5,Allowed_With_Citation,6,3.115,92.29,Medium
131012,STEM,Senior,3.673,1.87,Direct_Answer_Generation,Beginner,2,True,15.15,3,Strict_Ban,4,3.684,88.27,Low
131013,STEM,Freshman,3.826,20.94,Ideation,Beginner,3,True,14.12,8,Strict_Ban,7,4.0,72.96,High
131014,STEM,Junior,2.869,14.4,Summarizing_Reading,Advanced,4,False,10.81,7,Strict_Ban,10,2.871,72.38,High
131017,STEM,Sophomore,2.91,11.01,Debugging/Troubleshooting,Beginner,1,True,13.05,4,Actively_Encouraged,6,3.219,78.24,High
131019,STEM,Sophomore,2.606,0.05,Summarizing_Reading,Intermediate,3,False,8.93,3,Strict_Ban,4,2.741,69.6,Low
131021,STEM,Graduate,3.729,1.82,Debugging/Troubleshooting,Beginner,2,True,11.48,1,Allowed_With_Citation,3,4.0,69.85,Low
131027,STEM,Junior,3.414,4.75,Debugging/Troubleshooting,Advanced,3,False,9.92,1,Strict_Ban,2,4.0,84.45,Low
131042,STEM,Sophomore,3.565,16.17,Debugging/Troubleshooting,Intermediate,4,True,13.39,6,Actively_Encouraged,3,3.74,90.41,High
131045,STEM,Senior,3.513,9.67,Debugging/Troubleshooting,Beginner,2,False,11.01,5,Strict_Ban,6,4.0,93.88,Low
131047,STEM,Freshman,3.726,16.13,Direct_Answer_Generation,Advanced,3,True,5.3,4,Strict_Ban,6,3.425,61.89,High
131048,STEM,Senior,3.512,22.11,Direct_Answer_Generation,Advanced,5,False,6.78,4,Strict_Ban,7,3.314,70.39,High
131051,STEM,Junior,3.491,24.85,Copywriting/Drafting,Advanced,3,True,16.19,6,Actively_Encouraged,5,3.966,64.1,High
131054,STEM,Junior,3.302,34.44,Summarizing_Reading,Intermediate,4,False,1.0,4,Allowed_With_Citation,3,3.235,61.62,High
131055,STEM,Freshman,3.597,15.74,Summarizing_Reading,Beginner,3,True,6.38,4,Actively_Encouraged,6,3.93,74.02,High
131059,STEM,Freshman,3.177,4.89,Debugging/Troubleshooting,Beginner,1,False,15.18,2,Allowed_With_Citation,5,3.397,80.3,Medium
131067,STEM,Sophomore,3.494,31.25,Debugging/Troubleshooting,Intermediate,5,True,8.26,8,Actively_Encouraged,8,3.53,60.88,High
131073,STEM,Freshman,2.75,3.78,Debugging/Troubleshooting,Intermediate,2,True,19.04,1,Allowed_With_Citation,1,3.008,75.36,Medium
131076,STEM,Senior,3.776,2.61,Direct_Answer_Generation,Intermediate,2,True,19.13,1,Allowed_With_Citation,3,4.0,84.38,Low
131083,STEM,Graduate,2.469,6.83,Copywriting/Drafting,Beginner,2,False,15.52,6,Strict_Ban,4,2.475,79.07,Medium
131085,STEM,Freshman,3.272,3.25,Summarizing_Reading,Beginner,1,True,6.55,3,Allowed_With_Citation,6,3.348,64.61,High
131091,STEM,Senior,3.851,21.41,Debugging/Troubleshooting,Intermediate,3,False,12.14,6,Allowed_With_Citation,2,4.0,50.52,High
131094,STEM,Junior,3.153,2.35,Debugging/Troubleshooting,Advanced,4,True,9.22,3,Strict_Ban,3,3.629,100.0,Medium
131096,STEM,Junior,2.511,10.44,Direct_Answer_Generation,Advanced,5,True,1.82,2,Allowed_With_Citation,1,2.708,99.11,Medium
131100,STEM,Freshman,2.156,8.39,Ideation,Beginner,2,True,3.74,4,Allowed_With_Citation,5,2.258,47.2,Low
131111,STEM,Graduate,3.498,18.86,Debugging/Troubleshooting,Intermediate,4,False,18.08,6,Allowed_With_Citation,2,3.791,85.2,Medium
131115,STEM,Freshman,3.17,9.49,Debugging/Troubleshooting,Advanced,3,True,7.2,5,Strict_Ban,5,3.412,85.65,Medium
131120,STEM,Graduate,3.261,7.54,Copywriting/Drafting,Beginner,2,False,14.28,2,Strict_Ban,4,3.608,60.28,Medium
131128,STEM,Freshman,2.863,0.68,Direct_Answer_Generation,Beginner,1,False,20.2,2,Allowed_With_Citation,5,3.061,64.73,Medium
131129,STEM,Senior,3.415,4.44,Ideation,Advanced,5,False,12.08,4,Allowed_With_Citation,6,3.815,62.36,Medium
131133,STEM,Graduate,3.428,1.62,Copywriting/Drafting,Beginner,3,False,15.33,4,Allowed_With_Citation,6,3.665,95.58,Medium
131141,STEM,Senior,2.278,11.1,Debugging/Troubleshooting,Intermediate,3,False,17.23,1,Allowed_With_Citation,2,2.515,81.83,Medium
131144,STEM,Sophomore,3.638,8.51,Debugging/Troubleshooting,Beginner,1,False,7.45,2,Allowed_With_Citation,2,3.739,77.02,Low
131146,STEM,Graduate,2.962,8.39,Debugging/Troubleshooting,Advanced,5,False,5.57,4,Actively_Encouraged,4,3.525,95.85,High
131150,STEM,Sophomore,3.219,20.25,Debugging/Troubleshooting,Beginner,1,True,1.0,6,Actively_Encouraged,6,3.524,73.95,Medium
131152,STEM,Senior,3.013,3.32,Direct_Answer_Generation,Beginner,1,False,10.1,4,Actively_Encouraged,8,2.932,62.39,Medium
131154,STEM,Senior,3.032,1.33,Ideation,Beginner,3,False,6.92,3,Actively_Encouraged,4,3.029,86.67,High
131156,STEM,Junior,3.167,28.86,Debugging/Troubleshooting,Advanced,5,True,15.96,6,Actively_Encouraged,2,3.578,70.63,High
131157,STEM,Sophomore,3.224,0.94,Summarizing_Reading,Beginner,2,False,1.0,2,Allowed_With_Citation,1,3.355,66.23,Low
131158,STEM,Freshman,3.117,36.45,Debugging/Troubleshooting,Beginner,3,True,9.59,6,Allowed_With_Citation,7,3.222,61.63,High
131161,STEM,Graduate,3.638,0.31,Direct_Answer_Generation,Advanced,4,True,11.86,1,Actively_Encouraged,2,3.737,72.55,Medium
131164,STEM,Sophomore,2.32,7.63,Ideation,Beginner,3,False,3.12,1,Actively_Encouraged,5,2.262,66.03,Medium
131167,STEM,Junior,2.084,14.78,Debugging/Troubleshooting,Intermediate,4,False,14.45,5,Actively_Encouraged,6,2.555,77.8,Medium
131171,STEM,Senior,2.747,11.7,Copywriting/Drafting,Advanced,4,True,13.14,1,Allowed_With_Citation,4,2.883,90.55,Medium
131175,STEM,Junior,3.942,3.31,Debugging/Troubleshooting,Intermediate,3,False,13.8,4,Actively_Encouraged,3,4.0,84.79,Medium
131176,STEM,Junior,3.103,10.94,Direct_Answer_Generation,Beginner,1,True,9.85,5,Allowed_With_Citation,4,3.329,68.39,Medium
131181,STEM,Senior,3.623,4.47,Ideation,Intermediate,1,False,16.0,3,Strict_Ban,10,3.863,79.52,Low
131183,STEM,Junior,3.522,10.35,Debugging/Troubleshooting,Intermediate,3,True,3.22,6,Allowed_With_Citation,6,3.571,83.36,High
131190,STEM,Senior,3.565,22.98,Direct_Answer_Generation,Advanced,4,True,1.0,8,Strict_Ban,10,3.451,89.47,High
131192,STEM,Senior,3.664,9.26,Debugging/Troubleshooting,Intermediate,3,False,7.16,2,Strict_Ban,5,3.734,100.0,High
