,Post_Semester_GPA_bracket,Pre_Semester_GPA_bracket,Skill_Retention_Score,Weekly_hours_bracket,GPA_diff,Year_of_Study
23701,3-4,3-4,67.02,0-5,-0.9860000000000002,Junior
23702,3-4,3-4,82.47,0-5,0.5,Freshman
23703,3-4,3-4,61.53,0-5,-0.4419999999999997,Freshman
23704,3-4,2-3,90.66,05-10,-0.69,Senior
23705,2-3,2-3,57.92,10-15,-1.0390000000000001,Junior
23706,2-3,2-3,88.66,20-25,0.5150000000000001,Sophomore
23707,3-4,2-3,77.44,0-5,0.31899999999999995,Graduate
23708,3-4,3-4,75.59,20-25,0.26800000000000024,Senior
23709,3-4,3-4,80.3,10-15,-0.7029999999999998,Senior
23710,3-4,3-4,64.06,05-10,0.11800000000000033,Freshman
23711,3-4,3-4,88.94,05-10,-0.09800000000000031,Freshman
23712,2-3,2-3,69.83,0-5,-1.2710000000000004,Junior
23713,3-4,3-4,66.29,05-10,0.8399999999999999,Senior
23714,3-4,3-4,64.65,0-5,-0.2360000000000002,Sophomore
23715,3-4,3-4,63.33,0-5,-0.36099999999999977,Freshman
23716,3-4,3-4,93.51,0-5,0.26900000000000013,Senior
23717,3-4,3-4,86.06,10-15,-0.2909999999999999,Senior
23718,3-4,3-4,84.15,10-15,-0.3650000000000002,Graduate
23719,3-4,3-4,57.94,05-10,0.32299999999999995,Sophomore
23720,3-4,3-4,86.21,0-5,-0.613,Sophomore
23721,3-4,3-4,56.15,0-5,-0.10400000000000009,Graduate
23722,3-4,2-3,82.64,05-10,-0.9699999999999998,Senior
23723,3-4,3-4,57.3,0-5,0.13600000000000012,Freshman
23724,2-3,2-3,77.62,10-15,-1.088,Junior
23725,3-4,3-4,91.67,0-5,1.407,Freshman
23726,3-4,2-3,75.41,05-10,-0.9630000000000001,Sophomore
23727,2-3,2-3,86.27,15-20,-0.8130000000000002,Freshman
23728,3-4,3-4,77.1,0-5,0.8290000000000002,Freshman
23729,3-4,3-4,92.36,0-5,0.14300000000000024,Junior
23730,3-4,3-4,74.38,05-10,-0.21599999999999975,Sophomore
23731,3-4,2-3,77.95,0-5,-0.8559999999999999,Freshman
23732,3-4,3-4,63.98,0-5,0.2999999999999998,Junior
23733,2-3,2-3,72.64,20-25,-0.9260000000000002,Senior
23734,2-3,2-3,64.8,0-5,-0.133,Freshman
23735,3-4,3-4,87.42,0-5,0.5340000000000003,Graduate
23736,3-4,3-4,80.86,10-15,-0.1589999999999998,Senior
23737,2-3,2-3,85.3,0-5,-1.0370000000000004,Junior
23738,2-3,2-3,82.82,0-5,-0.6359999999999997,Sophomore
23739,3-4,3-4,80.36,0-5,1.1059999999999999,Sophomore
23740,3-4,3-4,61.65,25-30,-0.07499999999999973,Sophomore
23741,3-4,2-3,79.56,0-5,-0.6829999999999998,Freshman
23742,3-4,3-4,100.0,05-10,0.35199999999999987,Freshman
23743,3-4,3-4,100.0,10-15,-0.5500000000000003,Sophomore
23744,3-4,3-4,82.83,10-15,0.08099999999999996,Senior
23745,2-3,2-3,80.88,0-5,-1.2599999999999998,Sophomore
23746,3-4,3-4,89.63,05-10,0.6909999999999998,Senior
23747,2-3,2-3,73.18,0-5,-1.251,Sophomore
23748,3-4,2-3,63.07,35-40,-0.06599999999999984,Junior
23749,3-4,2-3,76.12,05-10,-0.254,Junior
23750,3-4,2-3,100.0,0-5,-0.32799999999999985,Junior
23751,3-4,2-3,57.85,05-10,-0.19999999999999973,Sophomore
23752,3-4,3-4,66.12,0-5,0.6680000000000001,Junior
23753,3-4,3-4,67.84,0-5,-0.1349999999999998,Freshman
23754,3-4,3-4,100.0,05-10,-0.41900000000000004,Sophomore
23755,3-4,3-4,93.1,0-5,-0.7719999999999998,Junior
23756,3-4,3-4,88.32,0-5,-0.09299999999999997,Senior
23757,3-4,2-3,70.72,10-15,-0.7330000000000001,Sophomore
23758,3-4,3-4,100.0,20-25,0.2410000000000001,Senior
23759,3-4,3-4,63.24,05-10,-0.649,Freshman
23760,3-4,3-4,45.02,15-20,0.137,Freshman
23761,3-4,3-4,91.61,0-5,0.17600000000000016,Junior
23762,3-4,3-4,73.94,10-15,-0.754,Junior
23763,3-4,2-3,69.14,0-5,-0.10199999999999987,Senior
23764,2-3,1-2,63.96,25-30,-1.379,Sophomore
23765,3-4,3-4,69.92,0-5,1.5539999999999998,Freshman
23766,3-4,3-4,80.37,05-10,-0.5470000000000002,Senior
23767,3-4,3-4,82.5,05-10,-0.14499999999999957,Graduate
23768,3-4,3-4,100.0,10-15,-0.06800000000000006,Sophomore
23769,3-4,2-3,88.06,20-25,-0.9810000000000003,Junior
23770,3-4,3-4,79.27,30-35,0.4950000000000001,Junior
23771,3-4,3-4,63.66,05-10,-0.48299999999999965,Junior
23772,3-4,3-4,89.72,20-25,-0.5259999999999998,Graduate
23773,2-3,2-3,55.75,0-5,-0.8530000000000002,Senior
23774,3-4,3-4,99.63,0-5,0.96,Senior
23775,2-3,2-3,85.19,30-35,-1.5379999999999998,Freshman
23776,3-4,3-4,71.92,0-5,0.5329999999999999,Freshman
23777,3-4,3-4,100.0,05-10,-0.03200000000000003,Senior
23778,3-4,3-4,67.76,05-10,-0.6880000000000002,Junior
23779,2-3,2-3,63.99,20-25,-0.6259999999999999,Senior
23780,3-4,3-4,79.98,05-10,0.6480000000000001,Freshman
23781,2-3,2-3,66.71,10-15,-0.7970000000000002,Junior
23782,3-4,3-4,89.12,0-5,0.3530000000000002,Junior
23783,3-4,3-4,73.01,0-5,-0.44799999999999995,Graduate
23784,3-4,3-4,64.81,05-10,0.1499999999999999,Freshman
23785,3-4,3-4,82.96,05-10,-0.34199999999999964,Sophomore
23786,2-3,2-3,57.19,0-5,-0.5970000000000004,Freshman
23787,3-4,3-4,71.93,20-25,0.698,Junior
23788,2-3,2-3,64.58,10-15,-1.096,Graduate
23789,2-3,2-3,82.39,15-20,-0.30799999999999983,Senior
23790,3-4,3-4,79.14,0-5,0.7049999999999996,Senior
23791,3-4,2-3,51.46,0-5,-0.375,Freshman
23792,3-4,3-4,93.73,0-5,0.2639999999999998,Junior
23793,2-3,2-3,93.23,10-15,-1.714,Senior
23794,3-4,3-4,70.44,05-10,1.5299999999999998,Senior
23795,2-3,2-3,100.0,0-5,-1.366,Graduate
23796,3-4,3-4,71.66,0-5,0.2829999999999999,Junior
23797,3-4,2-3,91.73,15-20,-0.4049999999999998,Freshman
23798,3-4,3-4,75.0,05-10,0.383,Graduate
23799,3-4,2-3,71.32,15-20,-0.637,Graduate
23800,3-4,2-3,75.28,0-5,-0.29899999999999993,Graduate
23801,2-3,2-3,78.16,0-5,-0.4460000000000002,Senior
23802,3-4,3-4,70.34,05-10,0.5779999999999998,Freshman
23803,3-4,3-4,69.74,0-5,0.07899999999999974,Freshman
23804,3-4,3-4,82.07,0-5,-0.41999999999999993,Senior
23805,2-3,2-3,61.79,20-25,-0.9449999999999998,Freshman
23806,3-4,3-4,86.92,10-15,0.871,Graduate
23807,3-4,3-4,85.21,0-5,0.17399999999999993,Junior
23808,3-4,3-4,85.03,0-5,-0.6720000000000002,Freshman
23809,3-4,2-3,95.6,0-5,-0.31700000000000017,Freshman
23810,3-4,2-3,61.71,0-5,-0.504,Sophomore
23811,3-4,3-4,75.71,05-10,0.5229999999999997,Senior
23812,3-4,3-4,90.68,0-5,-0.07100000000000017,Senior
23813,3-4,3-4,83.38,0-5,-0.4460000000000002,Freshman
23814,3-4,2-3,71.05,0-5,-0.94,Senior
23815,2-3,1-2,51.7,0-5,-1.353,Freshman
23816,3-4,3-4,68.09,0-5,0.7650000000000001,Freshman
23817,3-4,3-4,98.56,0-5,0.3599999999999999,Junior
23818,3-4,3-4,76.57,0-5,-0.4039999999999999,Senior
23819,3-4,3-4,57.05,0-5,-0.2769999999999997,Graduate
23820,3-4,2-3,55.63,0-5,-1.0260000000000002,Junior
23821,3-4,3-4,46.19,15-20,0.7429999999999999,Freshman
23822,2-3,2-3,78.29,0-5,-1.3039999999999998,Graduate
23823,2-3,1-2,65.49,15-20,-0.3969999999999998,Junior
23824,2-3,2-3,97.11,0-5,0.32699999999999996,Junior
23825,3-4,3-4,82.33,10-15,1.786,Graduate
23826,3-4,2-3,87.64,0-5,-1.121,Junior
23827,3-4,3-4,74.13,05-10,-0.12299999999999978,Sophomore
23828,3-4,3-4,94.88,0-5,0.008000000000000007,Junior
23829,3-4,2-3,65.75,05-10,-0.7190000000000003,Junior
23830,3-4,3-4,79.71,15-20,0.40500000000000025,Graduate
23831,3-4,3-4,81.12,20-25,-0.7470000000000003,Sophomore
23832,3-4,3-4,46.54,15-20,0.39800000000000013,Junior
23833,3-4,3-4,90.36,05-10,-0.05099999999999971,Graduate
23834,3-4,3-4,68.1,05-10,-0.17999999999999972,Freshman
23835,3-4,3-4,73.81,0-5,-0.22599999999999998,Freshman
23836,3-4,3-4,60.44,0-5,0.22999999999999998,Sophomore
23837,3-4,3-4,73.0,0-5,-0.7839999999999998,Senior
23838,3-4,2-3,92.02,0-5,-0.5550000000000002,Senior
23839,3-4,3-4,73.18,10-15,0.41400000000000015,Freshman
23840,3-4,3-4,75.74,05-10,-0.30500000000000016,Sophomore
23841,3-4,3-4,65.25,10-15,-0.07799999999999985,Senior
23842,3-4,3-4,75.22,10-15,-0.5920000000000001,Freshman
23843,3-4,3-4,86.36,0-5,-0.6399999999999997,Sophomore
23844,3-4,3-4,72.59,0-5,0.4830000000000001,Senior
23845,2-3,2-3,88.64,20-25,-1.29,Freshman
23846,3-4,2-3,71.54,05-10,-0.20400000000000018,Senior
23847,3-4,2-3,79.24,05-10,-0.645,Junior
23848,3-4,3-4,81.45,20-25,0.3860000000000001,Junior
23849,3-4,2-3,65.94,05-10,-1.02,Freshman
23850,3-4,3-4,86.52,0-5,0.726,Senior
23851,3-4,2-3,70.22,05-10,-1.0,Graduate
23852,3-4,3-4,89.94,10-15,0.19899999999999984,Senior
23853,3-4,3-4,83.79,0-5,-0.20999999999999996,Sophomore
23854,2-3,2-3,79.62,35-40,-1.371,Senior
23855,3-4,3-4,57.23,0-5,0.859,Junior
23856,3-4,3-4,72.54,05-10,-0.13099999999999978,Graduate
23857,3-4,3-4,68.74,05-10,-0.6139999999999999,Junior
23858,2-3,2-3,73.46,10-15,-1.0539999999999998,Sophomore
23859,3-4,3-4,81.86,15-20,0.45599999999999996,Freshman
23860,3-4,2-3,53.6,0-5,-0.6739999999999999,Sophomore
23861,3-4,3-4,59.89,0-5,0.06800000000000006,Junior
23862,3-4,3-4,78.61,0-5,-0.137,Freshman
23863,2-3,2-3,76.3,0-5,-0.6159999999999997,Freshman
23864,2-3,2-3,88.89,15-20,-0.27700000000000014,Junior
23865,3-4,3-4,69.86,20-25,1.2249999999999996,Sophomore
23866,2-3,2-3,85.04,0-5,-1.415,Junior
23867,3-4,2-3,92.46,05-10,0.19799999999999995,Junior
23868,3-4,3-4,91.7,15-20,0.823,Senior
23869,3-4,3-4,80.57,20-25,-0.9830000000000001,Graduate
23870,3-4,3-4,57.88,0-5,0.44799999999999995,Sophomore
23871,2-3,2-3,98.8,10-15,-1.0239999999999996,Graduate
23872,3-4,3-4,96.05,15-20,0.3849999999999998,Sophomore
23873,2-3,2-3,85.46,0-5,-0.6559999999999997,Senior
23874,3-4,3-4,78.38,0-5,0.041999999999999815,Senior
23875,3-4,3-4,83.14,0-5,0.5150000000000001,Freshman
23876,3-4,3-4,66.47,05-10,0.137,Senior
23877,3-4,3-4,76.14,25-30,-0.7429999999999999,Graduate
23878,3-4,3-4,56.52,05-10,0.11799999999999988,Graduate
23879,1-2,1-2,68.93,25-30,-2.2640000000000002,Senior
23880,3-4,2-3,87.52,05-10,1.235,Senior
23881,3-4,2-3,65.66,05-10,-0.359,Freshman
23882,3-4,3-4,62.88,05-10,-0.2650000000000001,Freshman
23883,3-4,2-3,80.97,05-10,-0.6099999999999999,Sophomore
23884,3-4,2-3,72.11,05-10,-0.18500000000000005,Junior
23885,3-4,2-3,64.32,05-10,-0.040999999999999925,Sophomore
23886,3-4,3-4,61.28,0-5,0.661,Senior
23887,3-4,3-4,89.37,05-10,-0.35199999999999987,Junior
23888,3-4,3-4,75.6,35-40,-0.6819999999999999,Senior
23889,3-4,3-4,89.61,05-10,-0.07299999999999995,Senior
23890,3-4,3-4,90.92,0-5,0.18199999999999994,Senior
23891,3-4,3-4,91.71,05-10,-0.3610000000000002,Senior
23892,3-4,3-4,51.17,0-5,-0.41100000000000003,Senior
23893,3-4,3-4,71.95,05-10,-0.2979999999999996,Senior
23894,3-4,3-4,71.46,0-5,0.2469999999999999,Freshman
23895,3-4,2-3,72.84,0-5,-1.3130000000000002,Junior
23896,3-4,3-4,73.73,0-5,-0.04999999999999982,Freshman
23897,3-4,3-4,94.68,20-25,0.8240000000000003,Senior
23898,3-4,2-3,61.57,10-15,-1.052,Freshman
23899,3-4,3-4,80.81,05-10,0.347,Graduate
23900,3-4,3-4,69.28,35-40,0.1379999999999999,Junior
23901,2-3,2-3,80.69,05-10,-1.3730000000000002,Freshman
23902,3-4,3-4,59.66,0-5,1.041,Junior
23903,3-4,3-4,81.31,10-15,-0.4670000000000001,Senior
23904,3-4,2-3,64.46,05-10,-0.43000000000000016,Freshman
23905,3-4,3-4,79.0,15-20,0.052000000000000046,Junior
23906,3-4,3-4,88.6,0-5,0.053999999999999826,Freshman
23907,2-3,2-3,74.44,05-10,-1.303,Senior
23908,3-4,3-4,70.3,05-10,0.7829999999999999,Freshman
23909,2-3,2-3,91.53,0-5,-1.423,Sophomore
23910,3-4,3-4,71.87,0-5,0.593,Junior
23911,3-4,3-4,64.73,05-10,0.10400000000000009,Freshman
23912,2-3,2-3,95.57,05-10,-1.15,Graduate
23913,3-4,3-4,74.97,0-5,0.6349999999999998,Junior
23914,3-4,3-4,62.21,15-20,-0.3599999999999999,Sophomore
23915,3-4,3-4,83.33,25-30,-0.5389999999999997,Senior
23916,3-4,2-3,83.02,20-25,-0.41100000000000003,Graduate
23917,3-4,2-3,75.18,0-5,-0.371,Graduate
23918,3-4,3-4,74.02,0-5,0.8140000000000001,Junior
23919,3-4,3-4,82.0,0-5,-0.07500000000000018,Sophomore
23920,3-4,3-4,54.85,30-35,-0.524,Graduate
23921,3-4,3-4,84.95,10-15,-0.262,Freshman
23922,3-4,3-4,73.19,05-10,0.2150000000000003,Senior
23923,3-4,3-4,71.35,0-5,-0.52,Freshman
23924,2-3,2-3,65.08,05-10,-0.7829999999999999,Junior
23925,3-4,3-4,80.69,0-5,0.4330000000000003,Graduate
23926,3-4,3-4,64.38,0-5,-0.4850000000000003,Junior
23927,2-3,2-3,76.59,0-5,-0.9530000000000003,Junior
23928,2-3,2-3,73.38,05-10,0.10199999999999987,Freshman
23929,3-4,3-4,75.54,05-10,0.4620000000000002,Sophomore
23930,2-3,3-4,72.19,05-10,-0.7370000000000001,Freshman
23931,3-4,3-4,83.83,0-5,0.5579999999999998,Graduate
23932,3-4,3-4,81.58,05-10,0.01100000000000012,Senior
23933,3-4,3-4,61.67,0-5,-0.28000000000000025,Freshman
23934,3-4,3-4,81.1,05-10,0.18000000000000016,Sophomore
23935,3-4,3-4,90.85,0-5,-0.13600000000000012,Senior
23936,3-4,3-4,81.17,0-5,-0.23900000000000032,Freshman
23937,3-4,3-4,92.38,05-10,0.0820000000000003,Sophomore
23938,2-3,2-3,56.57,0-5,-1.2770000000000001,Junior
23939,3-4,3-4,56.34,0-5,0.8330000000000002,Freshman
23940,3-4,3-4,47.95,35-40,-0.2809999999999997,Sophomore
23941,2-3,2-3,60.0,0-5,-0.23100000000000032,Graduate
23942,3-4,3-4,69.97,0-5,0.2839999999999998,Junior
23943,2-3,2-3,71.46,30-35,-0.9179999999999997,Senior
23944,3-4,3-4,94.78,10-15,0.7330000000000001,Senior
23945,3-4,3-4,100.0,10-15,-0.6499999999999999,Freshman
23946,3-4,3-4,70.42,05-10,-0.01200000000000001,Senior
23947,3-4,3-4,89.7,05-10,-0.040000000000000036,Freshman
23948,3-4,3-4,89.13,0-5,-0.33599999999999985,Graduate
23949,3-4,3-4,77.68,0-5,-0.3889999999999998,Freshman
23950,3-4,3-4,95.76,0-5,-0.18599999999999994,Graduate
23951,3-4,3-4,74.78,0-5,-0.11800000000000033,Senior
23952,3-4,3-4,71.37,05-10,-0.47699999999999987,Freshman
23953,3-4,2-3,77.11,0-5,-0.5350000000000001,Freshman
23954,3-4,3-4,76.22,10-15,0.347,Freshman
23955,3-4,3-4,67.43,0-5,0.3420000000000001,Sophomore
23956,3-4,3-4,75.07,20-25,-0.7909999999999999,Senior
23957,3-4,2-3,61.14,0-5,-0.4750000000000001,Junior
23958,3-4,3-4,72.18,10-15,0.5569999999999999,Junior
23959,2-3,2-3,62.43,0-5,-1.5370000000000004,Freshman
23960,3-4,3-4,75.18,0-5,0.6870000000000003,Freshman
23961,3-4,2-3,67.54,10-15,-0.41999999999999993,Senior
23962,3-4,3-4,51.11,15-20,0.0,Senior
23963,3-4,3-4,96.53,0-5,0.06200000000000028,Sophomore
23964,3-4,3-4,86.54,05-10,-0.22199999999999998,Freshman
23965,3-4,3-4,88.57,10-15,-0.20199999999999996,Sophomore
23966,3-4,3-4,100.0,15-20,0.2919999999999998,Sophomore
23967,3-4,3-4,55.25,05-10,-0.23399999999999999,Junior
23968,3-4,3-4,50.49,30-35,-0.7570000000000001,Sophomore
23969,2-3,2-3,100.0,05-10,-0.802,Graduate
23970,2-3,2-3,86.35,0-5,-0.040999999999999925,Sophomore
23971,3-4,3-4,84.63,0-5,0.6959999999999997,Freshman
23972,1-2,2-3,42.61,35-40,-1.193,Sophomore
23973,2-3,2-3,75.3,05-10,0.7829999999999999,Junior
23974,3-4,3-4,74.73,05-10,0.5420000000000003,Senior
23975,3-4,2-3,75.51,0-5,-0.44599999999999973,Graduate
23976,2-3,2-3,66.05,10-15,-0.7749999999999999,Freshman
23977,2-3,2-3,39.0,35-40,-0.24799999999999978,Freshman
23978,3-4,3-4,70.2,05-10,1.2030000000000003,Graduate
23979,2-3,2-3,61.5,05-10,-1.7040000000000002,Sophomore
23980,2-3,2-3,89.86,10-15,0.21199999999999974,Senior
23981,3-4,2-3,54.39,15-20,-0.0029999999999996696,Junior
23982,3-4,3-4,89.59,0-5,-0.019000000000000128,Sophomore
23983,2-3,2-3,53.21,05-10,-1.0189999999999997,Freshman
23984,3-4,3-4,96.73,05-10,0.8520000000000003,Senior
23985,2-3,2-3,37.75,0-5,-1.3239999999999998,Senior
23986,3-4,3-4,82.6,0-5,1.0700000000000003,Junior
23987,2-3,2-3,69.01,05-10,-1.428,Junior
23988,3-4,3-4,58.52,0-5,0.5299999999999998,Senior
23989,3-4,3-4,79.58,15-20,-0.2290000000000001,Junior
23990,3-4,3-4,80.14,10-15,-0.6269999999999998,Senior
23991,3-4,3-4,82.1,0-5,0.3639999999999999,Freshman
23992,2-3,2-3,94.3,0-5,-1.1139999999999999,Graduate
23993,2-3,2-3,73.7,0-5,-0.14800000000000013,Sophomore
23994,3-4,2-3,65.88,30-35,0.17499999999999982,Freshman
23995,3-4,3-4,73.7,0-5,0.3899999999999997,Freshman
23996,3-4,3-4,67.72,0-5,-0.30100000000000016,Senior
23997,2-3,2-3,99.58,15-20,-0.3640000000000003,Freshman
23998,3-4,2-3,82.56,15-20,0.02499999999999991,Graduate
23999,3-4,3-4,75.53,15-20,0.6949999999999998,Junior
24000,3-4,3-4,86.74,05-10,-0.6970000000000001,Senior
24001,3-4,3-4,92.19,10-15,-0.21999999999999975,Senior
24002,3-4,3-4,80.0,05-10,-0.6280000000000001,Sophomore
24003,3-4,3-4,83.99,0-5,-0.09200000000000008,Senior
24004,2-3,2-3,74.46,0-5,-0.7369999999999997,Graduate
24005,3-4,3-4,63.11,10-15,0.7490000000000001,Sophomore
24006,3-4,3-4,69.17,30-35,-0.577,Senior
24007,3-4,2-3,65.14,0-5,-0.875,Senior
24008,2-3,1-2,84.57,0-5,-1.281,Junior
24009,3-4,3-4,76.62,0-5,1.2280000000000002,Sophomore
24010,2-3,2-3,56.08,05-10,-0.7349999999999999,Sophomore
24011,3-4,3-4,89.67,05-10,0.5460000000000003,Sophomore
24012,2-3,2-3,85.12,25-30,-1.076,Junior
24013,3-4,3-4,92.54,0-5,0.5710000000000002,Graduate
24014,3-4,3-4,80.33,05-10,-0.03299999999999992,Sophomore
24015,3-4,2-3,70.47,05-10,-0.5609999999999999,Senior
24016,2-3,2-3,91.51,0-5,-0.5209999999999999,Sophomore
24017,3-4,2-3,89.18,05-10,-0.016999999999999904,Junior
24018,3-4,3-4,63.74,,0.488,Freshman
24019,3-4,2-3,92.46,0-5,-0.8659999999999997,Senior
24020,2-3,2-3,68.37,0-5,-0.8340000000000001,Senior
24021,3-4,3-4,88.61,0-5,0.8240000000000003,Sophomore
24022,3-4,3-4,89.94,10-15,-0.20599999999999996,Junior
24023,3-4,3-4,80.25,10-15,0.1200000000000001,Graduate
24024,3-4,3-4,63.23,0-5,-0.18100000000000005,Freshman
24025,3-4,3-4,96.18,05-10,-0.548,Graduate
24026,3-4,3-4,100.0,0-5,-0.1499999999999999,Junior
24027,2-3,2-3,96.4,0-5,-0.9020000000000001,Graduate
24028,3-4,2-3,100.0,0-5,0.0990000000000002,Graduate
24029,3-4,3-4,57.96,0-5,-0.0950000000000002,Freshman
24030,3-4,3-4,100.0,05-10,0.3160000000000003,Senior
24031,2-3,2-3,81.15,05-10,-1.3600000000000003,Senior
24032,3-4,3-4,57.32,05-10,0.5329999999999999,Freshman
24033,2-3,2-3,72.42,0-5,-0.8170000000000002,Graduate
24034,3-4,3-4,64.54,05-10,1.3770000000000002,Junior
24035,3-4,3-4,59.49,05-10,-0.391,Freshman
24036,3-4,3-4,88.86,05-10,-0.577,Freshman
24037,2-3,2-3,64.57,10-15,-0.528,Junior
24038,3-4,3-4,68.69,20-25,0.6380000000000003,Freshman
24039,3-4,2-3,72.01,0-5,-0.391,Freshman
24040,3-4,3-4,96.02,0-5,0.6869999999999998,Graduate
24041,3-4,2-3,82.17,05-10,-1.044,Senior
24042,3-4,3-4,71.66,0-5,0.39600000000000035,Junior
24043,3-4,3-4,86.56,0-5,-0.44300000000000006,Freshman
24044,2-3,2-3,74.0,05-10,-1.802,Freshman
24045,2-3,2-3,79.58,0-5,0.04200000000000026,Junior
24046,3-4,2-3,81.04,0-5,-0.02400000000000002,Senior
24047,2-3,2-3,71.43,05-10,-0.14900000000000002,Freshman
24048,3-4,3-4,80.0,0-5,0.8220000000000001,Freshman
24049,3-4,3-4,62.07,0-5,-0.3740000000000001,Graduate
24050,2-3,2-3,67.4,10-15,-0.6959999999999997,Senior
24051,3-4,2-3,82.69,0-5,0.33299999999999974,Senior
24052,2-3,2-3,92.63,0-5,-0.996,Junior
24053,3-4,3-4,64.13,20-25,0.8500000000000001,Freshman
24054,3-4,3-4,72.93,05-10,-0.512,Freshman
24055,3-4,3-4,71.05,10-15,-0.46399999999999997,Graduate
24056,2-3,2-3,74.6,05-10,-0.44300000000000006,Sophomore
24057,3-4,3-4,86.51,0-5,0.48199999999999976,Senior
24058,3-4,3-4,71.78,0-5,0.129,Junior
24059,3-4,3-4,89.1,10-15,-0.5529999999999999,Senior
24060,3-4,3-4,70.4,0-5,-0.3660000000000001,Freshman
24061,3-4,3-4,100.0,05-10,0.051000000000000156,Junior
24062,3-4,3-4,63.92,0-5,-0.548,Sophomore
24063,3-4,3-4,71.75,10-15,-0.12700000000000022,Sophomore
24064,3-4,2-3,72.92,05-10,-0.9870000000000001,Junior
24065,3-4,3-4,67.23,0-5,0.2709999999999999,Junior
24066,3-4,3-4,69.51,0-5,0.29300000000000015,Junior
24067,3-4,3-4,21.97,30-35,-0.5009999999999999,Junior
24068,3-4,2-3,80.37,15-20,-0.2959999999999998,Freshman
24069,3-4,3-4,73.22,05-10,0.03500000000000014,Sophomore
24070,3-4,3-4,81.44,05-10,0.029999999999999805,Sophomore
24071,3-4,3-4,83.79,05-10,-0.4620000000000002,Senior
24072,3-4,3-4,70.63,0-5,-0.17300000000000004,Freshman
24073,3-4,3-4,68.2,10-15,-0.34099999999999975,Sophomore
24074,3-4,3-4,79.47,05-10,0.1589999999999998,Graduate
24075,3-4,3-4,83.16,20-25,-0.806,Sophomore
24076,2-3,2-3,80.18,05-10,-1.008,Freshman
24077,3-4,3-4,67.39,0-5,0.1639999999999997,Senior
24078,3-4,3-4,77.7,10-15,-0.47399999999999975,Freshman
24079,3-4,2-3,68.25,15-20,-0.2599999999999998,Junior
24080,3-4,3-4,70.18,0-5,0.3719999999999999,Graduate
24081,3-4,3-4,87.66,05-10,-0.020999999999999908,Graduate
24082,3-4,3-4,68.94,0-5,-0.8239999999999998,Sophomore
24083,3-4,3-4,93.25,0-5,-0.238,Sophomore
24084,3-4,3-4,94.38,05-10,0.29000000000000004,Junior
24085,2-3,2-3,70.11,10-15,-1.6840000000000002,Sophomore
24086,3-4,3-4,77.07,10-15,0.851,Freshman
24087,3-4,3-4,90.71,0-5,0.010000000000000231,Junior
24088,3-4,3-4,72.93,0-5,-0.56,Freshman
24089,2-3,2-3,77.78,0-5,-0.6760000000000002,Graduate
24090,3-4,3-4,80.02,20-25,0.944,Sophomore
24091,3-4,3-4,62.68,10-15,-0.7929999999999997,Sophomore
24092,3-4,3-4,67.55,0-5,0.4219999999999997,Senior
24093,3-4,3-4,79.26,05-10,-0.44200000000000017,Sophomore
24094,3-4,3-4,84.64,05-10,0.21599999999999975,Senior
24095,3-4,2-3,84.78,0-5,-0.6280000000000001,Freshman
24096,3-4,3-4,69.54,0-5,0.6520000000000001,Junior
24097,1-2,1-2,85.24,05-10,-2.613,Senior
24098,2-3,3-4,87.63,05-10,1.426,Junior
24099,3-4,3-4,80.52,15-20,0.07900000000000018,Freshman
24100,3-4,3-4,86.96,05-10,0.5150000000000001,Senior
24101,3-4,3-4,65.42,05-10,0.058000000000000274,Junior
24102,2-3,3-4,59.48,05-10,-0.988,Sophomore
24103,3-4,3-4,74.33,05-10,0.5840000000000001,Graduate
24104,3-4,3-4,90.7,0-5,-0.09200000000000008,Graduate
24105,3-4,3-4,86.49,05-10,-0.6779999999999999,Freshman
24106,3-4,3-4,81.96,0-5,-0.3520000000000003,Junior
24107,3-4,3-4,90.86,0-5,-0.5169999999999999,Sophomore
24108,3-4,3-4,70.12,10-15,-0.3580000000000001,Freshman
24109,2-3,2-3,83.28,0-5,-0.742,Freshman
24110,2-3,2-3,46.84,25-30,-0.8559999999999999,Junior
24111,2-3,2-3,67.81,15-20,0.6520000000000001,Sophomore
24112,3-4,3-4,78.18,0-5,0.36499999999999977,Senior
24113,1-2,1-2,70.81,10-15,-1.4260000000000002,Junior
24114,3-4,3-4,83.14,10-15,1.579,Senior
24115,3-4,3-4,87.09,05-10,-0.625,Senior
24116,3-4,3-4,68.37,0-5,-0.07000000000000028,Senior
24117,3-4,3-4,65.87,0-5,-0.45599999999999996,Sophomore
24118,3-4,3-4,72.28,0-5,-0.45899999999999963,Graduate
24119,3-4,2-3,59.29,0-5,-0.6019999999999999,Sophomore
24120,3-4,3-4,66.95,0-5,0.2060000000000004,Junior
24121,3-4,3-4,50.37,10-15,0.32099999999999973,Junior
24122,3-4,3-4,53.0,0-5,-0.19600000000000017,Junior
24123,3-4,3-4,62.28,10-15,-0.04899999999999993,Freshman
24124,3-4,2-3,80.72,10-15,-0.9050000000000002,Sophomore
24125,2-3,2-3,75.44,35-40,-0.39700000000000024,Freshman
24126,2-3,2-3,88.79,0-5,-0.2879999999999998,Graduate
24127,2-3,2-3,70.26,10-15,-0.06200000000000028,Senior
24128,3-4,3-4,90.65,0-5,0.7949999999999999,Sophomore
24129,3-4,2-3,95.2,0-5,-0.8979999999999997,Junior
24130,3-4,3-4,74.77,0-5,0.532,Graduate
