,Post_Semester_GPA_bracket,Pre_Semester_GPA_bracket,Skill_Retention_Score,Weekly_hours_bracket,GPA_diff,Year_of_Study
18793,3-4,3-4,67.4,05-10,0.238,senior
18794,3-4,3-4,74.03,05-10,0.129,graduate
18795,3-4,3-4,61.02,20-25,-0.4650000000000003,senior
18796,3-4,3-4,59.67,0-5,-0.0690000000000004,junior
18797,2-3,2-3,74.66,0-5,-0.6710000000000003,freshman
18798,3-4,2-3,74.42,0-5,0.21399999999999997,freshman
18799,3-4,3-4,75.84,0-5,0.3460000000000001,graduate
18800,2-3,2-3,64.6,25-30,-1.1220000000000003,junior
18801,3-4,3-4,59.06,,0.125,senior
18802,3-4,3-4,59.72,05-10,0.2669999999999999,junior
18803,2-3,2-3,72.54,0-5,-1.8010000000000002,graduate
18804,3-4,2-3,57.42,0-5,0.7429999999999999,senior
18805,3-4,3-4,66.27,0-5,0.359,freshman
18806,3-4,3-4,90.43,0-5,-0.38900000000000023,senior
18807,3-4,3-4,70.98,0-5,-0.528,sophomore
18808,3-4,3-4,77.9,20-25,0.3770000000000002,senior
18809,2-3,2-3,85.73,0-5,-1.0429999999999997,graduate
18810,3-4,3-4,80.58,15-20,0.7909999999999999,graduate
18811,3-4,3-4,61.7,0-5,-0.8199999999999998,freshman
18812,3-4,3-4,51.06,10-15,0.06700000000000017,freshman
18813,2-3,2-3,80.1,10-15,-0.40500000000000025,senior
18814,3-4,3-4,77.96,05-10,1.138,senior
18815,3-4,3-4,84.98,0-5,-0.17700000000000005,freshman
18816,3-4,3-4,87.86,05-10,-0.19099999999999984,senior
18817,2-3,2-3,61.19,05-10,-0.7520000000000002,freshman
18818,3-4,3-4,100.0,0-5,1.2719999999999998,junior
18819,3-4,3-4,69.17,05-10,-0.887,senior
18820,2-3,3-4,45.97,25-30,-0.2909999999999999,senior
18821,3-4,2-3,82.19,10-15,0.24299999999999988,freshman
18822,3-4,2-3,98.36,05-10,-0.5139999999999998,graduate
18823,3-4,3-4,83.98,05-10,0.4670000000000001,sophomore
18824,3-4,3-4,71.77,0-5,-0.44499999999999984,sophomore
18825,3-4,3-4,82.76,05-10,-0.565,freshman
18826,2-3,2-3,67.11,0-5,-0.9119999999999999,freshman
18827,3-4,3-4,81.75,10-15,0.30100000000000016,sophomore
18828,2-3,2-3,78.36,0-5,-0.8449999999999998,senior
18829,3-4,3-4,72.72,05-10,0.4850000000000003,senior
18830,3-4,3-4,64.03,0-5,0.20199999999999996,junior
18831,3-4,3-4,100.0,0-5,-0.1200000000000001,graduate
18832,3-4,3-4,79.15,10-15,-0.4460000000000002,graduate
18833,3-4,2-3,64.34,0-5,-0.706,sophomore
18834,3-4,3-4,79.92,0-5,0.246,sophomore
18835,3-4,3-4,50.13,10-15,-0.6040000000000001,senior
18836,3-4,3-4,88.13,0-5,-0.2589999999999999,senior
18837,3-4,3-4,62.57,05-10,-0.31899999999999995,freshman
18838,3-4,3-4,68.56,05-10,0.38800000000000034,senior
18839,3-4,2-3,83.24,0-5,-0.9809999999999999,senior
18840,3-4,3-4,88.71,10-15,0.19600000000000017,graduate
18841,2-3,2-3,61.05,05-10,-0.5490000000000004,junior
18842,2-3,1-2,100.0,15-20,-0.8950000000000002,senior
18843,3-4,3-4,90.59,0-5,1.705,senior
18844,3-4,3-4,56.19,35-40,-0.31899999999999995,freshman
18845,3-4,3-4,100.0,15-20,-0.6160000000000001,senior
18846,3-4,3-4,53.2,0-5,-0.0990000000000002,junior
18847,3-4,3-4,78.6,05-10,-0.02300000000000013,freshman
18848,3-4,2-3,78.05,10-15,-0.15500000000000025,senior
18849,3-4,3-4,60.59,0-5,0.08099999999999996,sophomore
18850,3-4,3-4,90.74,05-10,0.3219999999999996,junior
18851,2-3,2-3,59.1,0-5,-1.193,sophomore
18852,3-4,3-4,100.0,0-5,1.1320000000000001,freshman
18853,3-4,3-4,66.49,0-5,-0.681,sophomore
18854,3-4,3-4,79.23,05-10,0.10899999999999999,junior
18855,3-4,3-4,71.66,05-10,-0.20699999999999985,junior
18856,3-4,3-4,86.94,15-20,-0.254,freshman
18857,3-4,3-4,95.91,15-20,-0.1379999999999999,sophomore
18858,3-4,3-4,81.25,05-10,-0.07200000000000006,graduate
18859,3-4,2-3,60.58,30-35,-0.919,graduate
18860,3-4,3-4,79.39,0-5,0.35599999999999987,junior
18861,2-3,2-3,89.05,20-25,-1.217,junior
18862,3-4,2-3,95.89,0-5,-0.1259999999999999,junior
18863,3-4,3-4,47.71,10-15,-0.052999999999999936,freshman
18864,3-4,2-3,94.59,10-15,-1.0059999999999998,graduate
18865,3-4,3-4,100.0,0-5,-0.016000000000000014,senior
18866,3-4,3-4,78.16,05-10,0.23399999999999999,sophomore
18867,2-3,1-2,54.09,0-5,-2.1639999999999997,sophomore
18868,3-4,2-3,98.54,0-5,0.7989999999999999,senior
18869,3-4,3-4,89.94,05-10,0.7290000000000001,sophomore
18870,2-3,2-3,61.88,0-5,-1.7400000000000002,sophomore
18871,3-4,2-3,90.28,0-5,0.44399999999999995,senior
18872,3-4,3-4,93.31,0-5,0.2789999999999999,sophomore
18873,3-4,3-4,92.87,05-10,-0.13200000000000012,senior
18874,2-3,2-3,82.37,05-10,-1.311,graduate
18875,3-4,3-4,61.18,0-5,0.6630000000000003,freshman
18876,3-4,3-4,70.28,10-15,-0.6540000000000004,freshman
18877,3-4,2-3,68.04,0-5,-0.573,graduate
18878,3-4,3-4,100.0,0-5,0.20699999999999985,freshman
18879,2-3,2-3,71.19,10-15,-1.576,freshman
18880,3-4,3-4,87.18,0-5,0.911,graduate
18881,3-4,3-4,73.19,0-5,-0.40200000000000014,sophomore
18882,3-4,3-4,77.6,05-10,-0.32299999999999995,sophomore
18883,2-3,3-4,86.68,20-25,-0.30500000000000016,sophomore
18884,3-4,3-4,54.69,10-15,0.6739999999999999,graduate
18885,3-4,3-4,82.72,0-5,-0.04999999999999982,senior
18886,3-4,3-4,48.06,0-5,-0.4410000000000003,junior
18887,3-4,3-4,58.41,05-10,0.028999999999999915,junior
18888,3-4,3-4,84.86,0-5,0.050000000000000266,freshman
18889,3-4,3-4,85.63,15-20,-0.6589999999999998,graduate
18890,3-4,3-4,86.77,0-5,-0.1519999999999997,senior
18891,2-3,2-3,74.53,0-5,-0.9040000000000004,sophomore
18892,3-4,3-4,100.0,05-10,0.20999999999999996,graduate
18893,2-3,2-3,57.5,0-5,-1.088,graduate
18894,3-4,3-4,87.25,10-15,0.6839999999999997,senior
18895,3-4,2-3,74.19,0-5,-0.7609999999999997,graduate
18896,2-3,3-4,62.03,0-5,-0.1379999999999999,freshman
18897,3-4,3-4,72.23,10-15,0.9560000000000004,senior
18898,3-4,2-3,62.99,05-10,-1.1680000000000001,freshman
18899,3-4,2-3,92.73,0-5,-0.30699999999999994,senior
18900,3-4,2-3,64.28,0-5,-0.26300000000000034,graduate
18901,3-4,3-4,77.92,10-15,0.726,junior
18902,3-4,3-4,78.35,15-20,-0.5950000000000002,senior
18903,2-3,2-3,83.05,05-10,-1.226,freshman
18904,2-3,2-3,98.69,0-5,-0.5470000000000002,junior
18905,3-4,3-4,76.07,10-15,1.339,freshman
18906,2-3,2-3,75.42,0-5,-1.209,freshman
18907,3-4,3-4,73.66,0-5,0.5300000000000002,junior
18908,3-4,3-4,79.81,05-10,0.07099999999999973,junior
18909,3-4,3-4,57.68,0-5,-0.13999999999999968,sophomore
18910,3-4,3-4,82.26,05-10,0.2320000000000002,junior
18911,2-3,2-3,86.01,0-5,-1.338,senior
18912,2-3,2-3,82.21,10-15,-0.4750000000000001,senior
18913,3-4,3-4,79.23,10-15,0.9709999999999996,freshman
18914,3-4,3-4,71.03,05-10,-0.6439999999999997,senior
18915,3-4,3-4,67.17,05-10,-0.021999999999999797,senior
18916,3-4,3-4,54.5,0-5,-0.645,senior
18917,3-4,3-4,86.27,10-15,0.24299999999999988,senior
18918,3-4,3-4,84.41,25-30,0.15300000000000002,junior
18919,3-4,3-4,82.63,05-10,-0.512,graduate
18920,3-4,3-4,75.32,0-5,-0.3999999999999999,graduate
18921,3-4,3-4,75.82,20-25,-0.04899999999999993,senior
18922,3-4,3-4,82.09,05-10,-0.36499999999999977,sophomore
18923,3-4,3-4,82.95,05-10,0.34299999999999997,freshman
18924,3-4,3-4,61.98,10-15,-0.21499999999999986,senior
18925,3-4,3-4,59.92,0-5,-0.33099999999999996,freshman
18926,2-3,2-3,83.41,05-10,-0.677,freshman
18927,3-4,3-4,90.68,05-10,1.012,graduate
18928,3-4,3-4,74.94,0-5,-0.16500000000000004,junior
18929,3-4,3-4,60.77,30-35,-0.536,sophomore
18930,3-4,3-4,57.13,0-5,-0.45599999999999996,graduate
18931,3-4,3-4,92.35,10-15,0.19099999999999984,senior
18932,3-4,3-4,75.16,0-5,-0.508,junior
18933,3-4,3-4,58.63,20-25,-0.5139999999999998,sophomore
18934,2-3,2-3,74.28,20-25,-0.42200000000000015,senior
18935,3-4,2-3,69.3,25-30,0.009999999999999787,senior
18936,2-3,2-3,78.55,20-25,-0.3770000000000002,senior
18937,3-4,3-4,95.12,05-10,0.35799999999999965,freshman
18938,3-4,2-3,79.9,0-5,-0.371,senior
18939,3-4,3-4,58.45,05-10,0.35299999999999976,junior
18940,3-4,3-4,81.7,05-10,-0.556,graduate
18941,2-3,2-3,72.19,0-5,-1.3900000000000001,junior
18942,2-3,2-3,80.62,05-10,0.133,freshman
18943,3-4,3-4,83.2,0-5,1.4260000000000002,sophomore
18944,2-3,2-3,74.99,0-5,-1.6390000000000002,senior
18945,3-4,3-4,84.35,0-5,0.875,senior
18946,3-4,3-4,100.0,0-5,-0.6829999999999998,sophomore
18947,2-3,2-3,78.92,10-15,-0.6360000000000001,sophomore
18948,3-4,3-4,82.5,05-10,0.6179999999999999,freshman
18949,3-4,3-4,74.86,05-10,-0.4790000000000001,sophomore
18950,3-4,3-4,67.86,0-5,0.21599999999999975,freshman
18951,3-4,3-4,49.51,0-5,-0.2030000000000003,graduate
18952,3-4,3-4,73.56,10-15,-0.29400000000000004,senior
18953,2-3,2-3,71.48,0-5,-1.112,graduate
18954,2-3,2-3,70.22,15-20,-0.6660000000000004,graduate
18955,3-4,3-4,68.13,0-5,1.5419999999999998,junior
18956,3-4,2-3,66.84,10-15,-0.887,junior
18957,3-4,3-4,71.48,0-5,-0.028999999999999915,graduate
18958,2-3,2-3,83.3,0-5,-0.8999999999999999,sophomore
18959,3-4,3-4,100.0,10-15,1.189,sophomore
18960,3-4,3-4,81.0,0-5,-0.5579999999999998,sophomore
18961,3-4,3-4,67.88,10-15,-0.18699999999999983,freshman
18962,3-4,3-4,86.22,0-5,-0.556,sophomore
18963,3-4,2-3,71.64,0-5,-0.5840000000000001,freshman
18964,2-3,2-3,100.0,0-5,-0.45299999999999985,freshman
18965,3-4,2-3,73.44,05-10,-0.09299999999999997,junior
18966,3-4,3-4,86.72,15-20,0.6000000000000001,senior
18967,3-4,3-4,57.06,0-5,-0.863,junior
18968,3-4,3-4,68.79,0-5,0.1429999999999998,freshman
18969,3-4,3-4,100.0,0-5,0.16500000000000004,sophomore
18970,3-4,3-4,86.21,0-5,-0.028999999999999915,freshman
18971,2-3,2-3,53.14,15-20,-1.4419999999999997,senior
18972,3-4,3-4,96.06,10-15,1.287,senior
18973,3-4,3-4,86.22,05-10,0.020000000000000018,freshman
18974,3-4,3-4,77.49,0-5,-0.4910000000000001,freshman
18975,3-4,3-4,63.33,0-5,-0.017999999999999794,sophomore
18976,3-4,3-4,91.63,15-20,-0.569,sophomore
18977,1-2,1-2,44.24,0-5,-1.3650000000000002,sophomore
18978,3-4,3-4,88.66,20-25,1.329,freshman
18979,3-4,3-4,89.04,0-5,-0.09299999999999997,sophomore
18980,2-3,2-3,61.94,0-5,-1.2639999999999998,graduate
18981,3-4,3-4,88.57,05-10,1.0549999999999997,graduate
18982,3-4,3-4,68.54,10-15,-0.5579999999999998,junior
18983,3-4,3-4,83.38,0-5,0.137,senior
18984,2-3,3-4,51.66,0-5,-0.9980000000000002,freshman
18985,2-3,2-3,60.33,05-10,-0.1629999999999998,freshman
18986,3-4,3-4,71.23,25-30,0.8889999999999998,sophomore
18987,2-3,2-3,90.59,05-10,-1.4,senior
18988,3-4,3-4,89.71,05-10,0.7669999999999999,graduate
18989,3-4,3-4,91.78,10-15,0.2530000000000001,sophomore
18990,3-4,3-4,60.64,0-5,-0.819,freshman
18991,3-4,3-4,72.41,05-10,0.48099999999999987,senior
18992,3-4,3-4,51.45,05-10,0.07100000000000017,sophomore
18993,3-4,3-4,60.47,10-15,0.051000000000000156,senior
18994,2-3,2-3,74.54,05-10,-1.5230000000000001,junior
18995,3-4,3-4,72.8,10-15,1.036,freshman
18996,3-4,3-4,72.2,0-5,-0.20400000000000018,senior
18997,3-4,3-4,82.26,0-5,-0.07099999999999973,junior
18998,3-4,3-4,82.03,20-25,-0.6099999999999999,sophomore
18999,3-4,3-4,94.38,15-20,-0.09299999999999997,graduate
19000,3-4,3-4,89.97,0-5,-0.44099999999999984,freshman
19001,2-3,1-2,97.67,15-20,-1.3409999999999997,sophomore
19002,3-4,2-3,92.55,20-25,0.6549999999999998,sophomore
19003,3-4,3-4,47.42,0-5,-0.14400000000000013,freshman
19004,3-4,3-4,79.0,05-10,0.5720000000000001,freshman
19005,3-4,3-4,61.48,25-30,-0.8730000000000002,freshman
19006,2-3,2-3,82.97,20-25,-0.9969999999999999,junior
19007,3-4,2-3,68.44,05-10,0.41800000000000015,sophomore
19008,3-4,3-4,85.6,05-10,0.06800000000000006,senior
19009,2-3,2-3,73.88,10-15,-1.3419999999999996,sophomore
19010,2-3,2-3,59.24,05-10,0.359,senior
19011,3-4,3-4,93.77,10-15,0.22199999999999998,freshman
19012,3-4,3-4,68.62,0-5,0.09399999999999986,freshman
19013,3-4,3-4,84.02,0-5,0.0,sophomore
19014,3-4,3-4,89.76,0-5,-0.30100000000000016,senior
19015,3-4,3-4,97.29,15-20,0.10400000000000009,freshman
19016,3-4,3-4,95.87,10-15,-0.2450000000000001,sophomore
19017,3-4,3-4,61.07,10-15,-0.21399999999999997,freshman
19018,2-3,2-3,65.92,0-5,-1.319,junior
19019,3-4,3-4,75.74,15-20,0.6110000000000002,graduate
19020,3-4,2-3,88.89,05-10,-0.4079999999999999,sophomore
19021,2-3,2-3,100.0,0-5,-0.6299999999999999,junior
19022,3-4,2-3,82.71,05-10,-0.20299999999999985,junior
19023,3-4,3-4,61.94,0-5,0.009000000000000341,graduate
19024,3-4,3-4,65.57,05-10,-0.21799999999999997,senior
19025,3-4,3-4,82.53,05-10,-0.13600000000000012,freshman
19026,3-4,3-4,27.22,30-35,-0.2240000000000002,freshman
19027,2-3,2-3,79.57,10-15,-0.9240000000000004,junior
19028,3-4,3-4,81.9,10-15,0.8140000000000001,junior
19029,3-4,3-4,80.11,10-15,-0.3769999999999998,sophomore
19030,2-3,2-3,68.48,0-5,-1.5550000000000002,senior
19031,3-4,3-4,70.79,10-15,1.238,junior
19032,3-4,2-3,81.25,05-10,-1.4049999999999998,junior
19033,2-3,2-3,77.0,0-5,-0.5129999999999999,junior
19034,3-4,3-4,57.65,0-5,0.7370000000000001,graduate
19035,3-4,3-4,96.29,05-10,0.0259999999999998,sophomore
19036,3-4,2-3,79.97,0-5,-1.1389999999999998,senior
19037,3-4,3-4,72.74,0-5,0.30600000000000005,freshman
19038,2-3,2-3,72.47,10-15,-0.48,freshman
19039,3-4,3-4,71.41,10-15,0.504,graduate
19040,3-4,3-4,91.23,20-25,-0.56,senior
19041,3-4,3-4,81.67,05-10,0.48099999999999987,junior
19042,2-3,2-3,36.6,25-30,-1.205,sophomore
19043,3-4,2-3,68.32,0-5,-0.0810000000000004,freshman
19044,3-4,3-4,77.03,0-5,0.5459999999999998,sophomore
19045,2-3,2-3,77.27,05-10,-1.222,junior
19046,3-4,3-4,40.92,0-5,0.9819999999999998,junior
19047,3-4,3-4,87.66,05-10,-0.605,freshman
19048,3-4,3-4,58.21,0-5,-0.17600000000000016,junior
19049,2-3,2-3,72.22,0-5,-1.1069999999999998,junior
19050,1-2,2-3,74.05,15-20,-0.6030000000000002,graduate
19051,3-4,3-4,96.7,0-5,1.7100000000000002,junior
19052,3-4,3-4,57.45,35-40,-0.5059999999999998,junior
19053,3-4,2-3,55.38,15-20,-1.08,senior
19054,2-3,2-3,76.45,10-15,-0.3259999999999996,sophomore
19055,2-3,2-3,54.07,0-5,-0.242,sophomore
19056,3-4,3-4,71.0,35-40,0.7690000000000001,junior
19057,2-3,3-4,47.92,20-25,-0.41000000000000014,senior
19058,3-4,2-3,69.68,35-40,0.29300000000000015,junior
19059,3-4,3-4,96.13,10-15,-0.016000000000000014,freshman
19060,3-4,3-4,69.67,0-5,0.0009999999999998899,sophomore
19061,3-4,3-4,83.49,15-20,0.395,junior
19062,3-4,3-4,75.11,05-10,-0.4249999999999998,junior
19063,3-4,3-4,65.35,0-5,-0.7330000000000001,sophomore
19064,3-4,3-4,65.13,0-5,-0.1499999999999999,junior
19065,2-3,3-4,67.84,25-30,-0.06899999999999995,senior
19066,2-3,2-3,64.37,25-30,0.040999999999999925,junior
19067,2-3,2-3,100.0,05-10,-0.07899999999999974,junior
19068,3-4,3-4,98.75,10-15,0.8319999999999999,senior
19069,3-4,3-4,67.3,35-40,0.1419999999999999,senior
19070,3-4,2-3,78.16,15-20,-0.8160000000000003,junior
19071,2-3,2-3,70.15,05-10,-0.5180000000000002,graduate
19072,3-4,3-4,86.83,05-10,1.141,freshman
19073,3-4,3-4,93.71,05-10,-0.8479999999999999,sophomore
19074,3-4,2-3,73.9,15-20,-0.7469999999999999,freshman
19075,3-4,3-4,90.09,0-5,-0.04700000000000015,senior
19076,3-4,3-4,67.16,05-10,0.3120000000000003,senior
19077,3-4,2-3,100.0,0-5,-0.714,senior
19078,2-3,2-3,87.79,10-15,-1.1600000000000001,freshman
19079,3-4,3-4,81.79,0-5,0.984,senior
19080,2-3,1-2,76.83,0-5,-1.4040000000000001,sophomore
19081,2-3,2-3,74.45,05-10,0.6519999999999997,graduate
19082,2-3,2-3,58.69,05-10,-0.16100000000000003,freshman
19083,3-4,3-4,88.79,05-10,0.8200000000000003,freshman
19084,3-4,3-4,73.68,15-20,-0.5249999999999999,graduate
19085,3-4,3-4,88.85,10-15,-0.30699999999999994,junior
19086,3-4,3-4,65.64,10-15,-0.07200000000000006,junior
19087,3-4,3-4,59.94,25-30,-0.47399999999999975,sophomore
19088,3-4,3-4,89.51,05-10,-0.2759999999999998,senior
19089,2-3,2-3,80.98,05-10,-1.1269999999999998,sophomore
19090,3-4,3-4,82.41,05-10,0.536,sophomore
19091,3-4,3-4,74.73,0-5,-0.5739999999999998,freshman
19092,3-4,3-4,91.23,0-5,0.04999999999999982,junior
19093,3-4,3-4,90.88,0-5,0.17799999999999994,graduate
19094,3-4,2-3,75.42,0-5,-0.5270000000000001,graduate
19095,3-4,2-3,94.95,0-5,-0.33599999999999985,graduate
19096,3-4,3-4,96.85,05-10,0.09600000000000009,junior
19097,3-4,3-4,78.38,05-10,-0.4929999999999999,senior
19098,3-4,2-3,63.25,20-25,-0.8970000000000002,junior
19099,3-4,3-4,83.9,20-25,0.013000000000000345,junior
19100,2-3,2-3,82.42,20-25,-1.214,senior
19101,3-4,3-4,71.95,05-10,0.5569999999999999,senior
19102,3-4,3-4,74.43,15-20,-0.5059999999999998,freshman
19103,3-4,2-3,72.75,0-5,-0.45199999999999996,graduate
19104,3-4,3-4,88.78,05-10,0.41900000000000004,senior
19105,3-4,3-4,78.91,20-25,-0.6349999999999998,senior
19106,3-4,3-4,55.87,05-10,-0.13200000000000012,graduate
19107,3-4,3-4,71.67,0-5,-0.359,junior
19108,3-4,3-4,81.35,05-10,0.05900000000000016,senior
19109,3-4,3-4,72.02,10-15,-0.3420000000000001,junior
19110,3-4,3-4,90.01,05-10,-0.43100000000000005,junior
19111,3-4,3-4,78.27,0-5,0.22799999999999976,freshman
19112,3-4,3-4,67.03,0-5,-0.10299999999999976,senior
19113,3-4,3-4,76.53,05-10,-0.8620000000000001,graduate
19114,2-3,2-3,74.88,30-35,-0.8900000000000001,graduate
19115,3-4,3-4,61.37,0-5,0.9420000000000002,freshman
19116,3-4,3-4,56.8,0-5,-0.18199999999999994,sophomore
19117,3-4,3-4,71.07,0-5,-0.3690000000000002,senior
19118,3-4,3-4,77.03,0-5,-0.20999999999999996,graduate
19119,3-4,3-4,81.9,0-5,0.34399999999999986,senior
19120,3-4,3-4,74.45,20-25,0.31000000000000005,junior
19121,3-4,3-4,97.1,0-5,-0.22399999999999975,senior
19122,3-4,2-3,91.63,35-40,-0.6600000000000001,freshman
19123,2-3,2-3,71.71,0-5,-0.1259999999999999,senior
19124,3-4,3-4,81.18,05-10,0.274,freshman
19125,3-4,3-4,71.16,15-20,-0.20699999999999985,freshman
19126,3-4,3-4,65.47,0-5,0.20599999999999996,senior
19127,3-4,2-3,73.34,20-25,-1.0139999999999998,junior
19128,3-4,3-4,79.51,05-10,0.7650000000000001,freshman
19129,3-4,3-4,72.86,0-5,-0.31499999999999995,junior
19130,3-4,3-4,58.23,0-5,-0.8599999999999999,freshman
19131,3-4,2-3,83.47,0-5,-0.2959999999999998,sophomore
19132,3-4,3-4,66.1,15-20,0.4740000000000002,freshman
19133,3-4,3-4,80.57,05-10,-0.927,freshman
19134,3-4,3-4,75.71,10-15,0.2330000000000001,freshman
19135,3-4,3-4,85.38,15-20,-0.22599999999999998,sophomore
19136,3-4,3-4,84.82,0-5,0.34299999999999997,freshman
19137,2-3,1-2,66.52,15-20,-2.2300000000000004,junior
19138,3-4,3-4,83.49,0-5,1.1059999999999999,sophomore
19139,3-4,3-4,70.25,0-5,-0.254,senior
19140,3-4,2-3,45.67,0-5,-0.45299999999999985,senior
19141,3-4,3-4,74.1,05-10,0.43800000000000017,senior
19142,3-4,3-4,64.93,05-10,-0.11400000000000032,junior
19143,2-3,2-3,65.14,05-10,-1.548,sophomore
19144,3-4,3-4,100.0,15-20,1.121,sophomore
19145,3-4,3-4,85.53,0-5,-0.28000000000000025,senior
19146,3-4,3-4,91.78,05-10,-0.5759999999999996,junior
19147,2-3,2-3,95.16,0-5,-1.025,junior
19148,3-4,3-4,96.05,05-10,0.8530000000000002,senior
19149,3-4,3-4,75.85,0-5,-0.21799999999999997,graduate
19150,3-4,3-4,100.0,25-30,-0.4009999999999998,graduate
19151,2-3,2-3,59.04,30-35,-1.1600000000000001,senior
19152,2-3,2-3,66.22,05-10,0.008000000000000007,freshman
19153,3-4,3-4,45.92,20-25,0.11800000000000033,graduate
19154,3-4,3-4,59.48,0-5,0.536,senior
19155,2-3,2-3,53.67,0-5,-1.1,senior
19156,3-4,3-4,68.75,0-5,1.351,freshman
19157,2-3,2-3,87.23,25-30,-1.1760000000000002,junior
19158,3-4,3-4,76.73,10-15,0.3400000000000003,junior
19159,3-4,3-4,100.0,05-10,-0.08999999999999986,sophomore
19160,3-4,3-4,83.08,30-35,-0.3860000000000001,freshman
19161,3-4,3-4,99.19,0-5,-0.6220000000000003,junior
19162,2-3,2-3,64.1,0-5,-1.029,junior
19163,2-3,2-3,63.13,0-5,-0.10200000000000031,freshman
19164,3-4,3-4,75.35,0-5,0.45399999999999974,junior
19165,3-4,2-3,76.92,0-5,-1.1190000000000002,freshman
19166,3-4,3-4,84.49,10-15,0.9279999999999999,junior
19167,3-4,3-4,67.26,05-10,-0.6989999999999998,sophomore
19168,3-4,3-4,62.76,30-35,-0.476,graduate
19169,2-3,3-4,50.97,25-30,-0.2919999999999998,freshman
19170,3-4,2-3,91.02,0-5,-0.2360000000000002,junior
19171,3-4,2-3,64.78,0-5,-0.17900000000000027,freshman
19172,3-4,3-4,81.12,05-10,0.5209999999999999,sophomore
19173,3-4,3-4,70.13,05-10,-0.8239999999999998,freshman
19174,3-4,2-3,59.57,35-40,-0.7029999999999998,graduate
19175,3-4,3-4,58.65,0-5,0.2410000000000001,freshman
19176,3-4,3-4,71.07,10-15,-0.637,junior
19177,2-3,2-3,25.29,35-40,-0.4929999999999999,junior
19178,3-4,3-4,62.7,0-5,0.7289999999999996,senior
19179,2-3,2-3,61.13,0-5,-0.5249999999999999,junior
19180,3-4,3-4,70.53,0-5,0.17000000000000037,sophomore
19181,3-4,3-4,80.56,05-10,-0.645,junior
19182,3-4,3-4,73.71,10-15,0.3929999999999998,graduate
19183,3-4,3-4,78.96,15-20,-0.9209999999999998,senior
19184,3-4,3-4,59.41,10-15,-0.41999999999999993,junior
19185,3-4,3-4,78.35,0-5,-0.052999999999999936,junior
19186,3-4,3-4,82.63,0-5,0.26599999999999957,freshman
19187,3-4,2-3,61.54,25-30,-0.5289999999999999,junior
19188,3-4,3-4,62.44,35-40,0.29700000000000015,sophomore
19189,2-3,2-3,75.97,0-5,-1.1350000000000002,freshman
19190,3-4,2-3,79.02,0-5,-0.01399999999999979,junior
19191,2-3,2-3,41.43,10-15,-0.3999999999999999,freshman
19192,3-4,3-4,84.78,05-10,0.2549999999999999,freshman
19193,2-3,2-3,71.98,15-20,-0.28500000000000014,freshman
19194,3-4,3-4,68.97,0-5,0.20299999999999985,graduate
19195,3-4,3-4,66.39,05-10,0.45999999999999996,senior
19196,2-3,2-3,66.81,15-20,-1.4889999999999999,junior
19197,2-3,2-3,71.36,05-10,-0.22100000000000009,sophomore
19198,3-4,3-4,72.78,0-5,0.5219999999999998,junior
19199,3-4,3-4,75.35,20-25,-0.3700000000000001,senior
19200,3-4,3-4,61.96,25-30,0.2370000000000001,freshman
19201,3-4,2-3,80.45,15-20,-0.5979999999999999,graduate
19202,3-4,3-4,74.17,05-10,0.14800000000000013,junior
19203,3-4,3-4,81.7,0-5,-0.5720000000000001,graduate
19204,3-4,3-4,84.62,0-5,-0.09799999999999986,junior
19205,2-3,1-2,67.56,20-25,-1.514,junior
19206,3-4,3-4,67.42,05-10,0.9929999999999999,junior
19207,3-4,3-4,79.56,05-10,0.08199999999999985,freshman
19208,2-3,1-2,87.04,05-10,-1.966,senior
19209,3-4,3-4,83.64,0-5,0.6139999999999999,junior
19210,3-4,3-4,69.61,0-5,-0.3740000000000001,junior
19211,2-3,2-3,73.27,10-15,-1.2030000000000003,sophomore
19212,2-3,2-3,61.08,05-10,0.16000000000000014,junior
19213,3-4,3-4,77.59,0-5,1.0939999999999999,senior
19214,2-3,2-3,97.39,05-10,-0.7089999999999996,senior
19215,3-4,3-4,70.53,20-25,0.48,senior
19216,2-3,2-3,58.67,10-15,-0.944,graduate
19217,3-4,3-4,71.95,20-25,1.295,sophomore
19218,3-4,3-4,57.97,0-5,-0.2559999999999998,sophomore
19219,2-3,2-3,82.49,0-5,-1.2850000000000001,junior
19220,3-4,2-3,72.78,10-15,-0.03799999999999981,freshman
19221,2-3,2-3,79.78,0-5,-0.5939999999999999,senior
19222,3-4,3-4,77.79,0-5,0.4890000000000003,junior
19223,3-4,3-4,86.02,05-10,-0.26900000000000013,freshman
19224,2-3,2-3,84.7,05-10,-0.8599999999999999,graduate
19225,3-4,3-4,74.26,25-30,0.4900000000000002,junior
19226,3-4,2-3,65.45,35-40,-0.5539999999999998,freshman
19227,3-4,3-4,74.29,05-10,0.5390000000000001,freshman
19228,2-3,2-3,64.54,0-5,-1.3820000000000001,graduate
19229,3-4,3-4,54.67,05-10,0.8249999999999997,sophomore
19230,3-4,3-4,97.27,05-10,-0.02200000000000024,graduate
19231,3-4,3-4,72.19,05-10,0.4119999999999999,junior
19232,3-4,2-3,73.09,10-15,-1.0,freshman
19233,2-3,2-3,72.47,10-15,-0.31300000000000017,junior
19234,3-4,3-4,51.4,0-5,0.4509999999999996,freshman
19235,3-4,3-4,75.14,15-20,0.018999999999999684,senior
19236,3-4,3-4,74.07,0-5,-0.28500000000000014,junior
