Weekly_GenAI_Hours,Traditional_Study_Hours,Perceived_AI_Dependency,Burnout_Risk_Level,Anxiety_Level_During_Exams,Institutional_Policy
9.72,5.72,6,medium,5,actively_encouraged
17.08,10.2,6,high,5,allowed_with_citation
3.55,11.68,6,medium,5,allowed_with_citation
11.62,4.02,4,high,5,strict_ban
1.05,7.49,1,high,5,strict_ban
4.1,15.31,3,medium,5,allowed_with_citation
6.17,12.25,1,low,5,allowed_with_citation
0.93,13.42,2,low,5,strict_ban
2.54,8.01,5,medium,5,actively_encouraged
2.5,3.43,2,medium,5,actively_encouraged
9.95,19.66,6,medium,5,allowed_with_citation
2.81,13.86,4,medium,5,actively_encouraged
12.02,18.13,4,low,5,actively_encouraged
1.14,7.19,2,medium,5,allowed_with_citation
32.61,8.24,5,high,5,actively_encouraged
1.04,1.0,3,medium,5,actively_encouraged
1.12,5.26,3,low,5,strict_ban
2.84,7.81,5,medium,5,allowed_with_citation
19.47,9.38,5,high,5,actively_encouraged
1.28,17.94,5,medium,5,allowed_with_citation
2.02,9.24,1,low,5,allowed_with_citation
25.73,19.2,5,high,5,strict_ban
2.63,19.99,4,low,5,allowed_with_citation
13.09,7.58,5,high,5,strict_ban
1.46,9.66,1,medium,5,actively_encouraged
25.17,9.05,8,high,5,allowed_with_citation
5.16,14.53,4,medium,5,strict_ban
1.22,10.02,1,low,5,allowed_with_citation
8.63,14.84,6,medium,5,actively_encouraged
9.15,5.95,4,medium,5,actively_encouraged
11.05,16.22,4,high,5,actively_encouraged
8.51,17.49,2,medium,5,strict_ban
3.39,13.29,2,high,5,allowed_with_citation
10.36,7.14,5,high,5,allowed_with_citation
3.79,6.56,4,medium,5,allowed_with_citation
14.1,8.84,3,high,5,strict_ban
8.4,12.79,4,high,5,strict_ban
7.82,7.58,6,low,5,actively_encouraged
0.16,7.19,5,low,5,allowed_with_citation
1.73,9.95,1,low,5,allowed_with_citation
0.11,18.62,3,low,5,allowed_with_citation
15.01,24.9,5,high,5,actively_encouraged
5.21,13.03,2,low,5,strict_ban
3.66,16.12,5,medium,5,strict_ban
11.91,17.61,6,high,5,allowed_with_citation
0.36,7.67,1,medium,5,actively_encouraged
4.94,15.9,2,medium,5,actively_encouraged
7.66,11.39,2,medium,5,allowed_with_citation
6.95,12.85,3,low,5,strict_ban
0.98,1.0,5,medium,5,allowed_with_citation
3.12,17.57,4,low,5,strict_ban
1.0,12.53,3,low,5,strict_ban
10.85,4.64,4,low,5,allowed_with_citation
12.98,10.83,5,medium,5,allowed_with_citation
24.78,20.49,6,low,5,allowed_with_citation
14.81,13.78,3,medium,5,actively_encouraged
13.79,14.23,3,medium,5,allowed_with_citation
12.82,4.05,7,medium,5,strict_ban
3.31,7.43,1,low,5,allowed_with_citation
7.47,1.86,5,high,5,allowed_with_citation
0.46,13.4,4,medium,5,allowed_with_citation
8.02,9.3,4,high,5,allowed_with_citation
0.82,15.64,3,medium,5,allowed_with_citation
1.38,12.86,3,medium,5,actively_encouraged
0.22,21.32,3,medium,5,actively_encouraged
4.31,10.77,3,low,5,allowed_with_citation
12.27,7.39,3,low,5,allowed_with_citation
3.31,1.44,2,low,5,strict_ban
3.62,9.33,2,high,5,actively_encouraged
5.05,4.69,3,medium,5,allowed_with_citation
21.97,9.47,8,low,5,actively_encouraged
0.14,14.77,1,low,5,strict_ban
9.55,11.73,5,low,5,allowed_with_citation
1.77,6.35,4,medium,5,allowed_with_citation
15.63,12.17,3,medium,5,allowed_with_citation
4.07,21.79,4,low,5,allowed_with_citation
13.88,12.83,5,high,5,actively_encouraged
15.81,8.35,4,medium,5,allowed_with_citation
6.13,11.81,3,medium,5,allowed_with_citation
9.44,8.94,4,medium,5,allowed_with_citation
1.06,8.64,2,low,5,allowed_with_citation
0.08,17.54,2,low,5,allowed_with_citation
36.0,11.13,9,high,5,actively_encouraged
9.88,8.58,4,medium,5,allowed_with_citation
6.57,6.06,2,medium,5,allowed_with_citation
4.43,14.91,3,medium,5,strict_ban
11.6,14.78,2,high,5,strict_ban
9.75,10.51,2,low,5,allowed_with_citation
32.04,22.05,8,high,5,actively_encouraged
10.83,15.1,2,medium,5,actively_encouraged
2.56,11.61,5,low,5,allowed_with_citation
11.33,14.6,4,low,5,strict_ban
4.26,6.51,3,medium,5,actively_encouraged
16.33,5.7,3,high,5,allowed_with_citation
7.48,12.21,5,low,5,allowed_with_citation
2.32,16.37,4,medium,5,actively_encouraged
0.64,6.29,2,medium,5,allowed_with_citation
13.87,13.04,6,medium,5,actively_encouraged
9.0,5.54,4,high,5,allowed_with_citation
0.19,12.64,4,medium,5,allowed_with_citation
0.83,16.44,2,medium,5,allowed_with_citation
14.17,10.32,4,low,5,allowed_with_citation
1.88,18.79,2,medium,5,actively_encouraged
2.66,11.68,4,low,5,allowed_with_citation
0.2,9.43,1,low,5,strict_ban
14.61,9.02,5,medium,5,allowed_with_citation
9.14,11.07,3,medium,5,allowed_with_citation
5.37,14.73,4,high,5,allowed_with_citation
0.21,3.52,2,low,5,allowed_with_citation
1.98,13.47,4,low,5,allowed_with_citation
3.05,11.52,2,low,5,allowed_with_citation
6.96,13.44,3,low,5,allowed_with_citation
10.23,11.67,3,medium,5,allowed_with_citation
4.29,4.29,5,medium,5,strict_ban
7.41,6.12,5,high,5,actively_encouraged
12.33,14.64,4,medium,5,allowed_with_citation
8.65,13.21,4,medium,5,actively_encouraged
1.82,15.98,2,low,5,allowed_with_citation
3.18,1.0,2,medium,5,actively_encouraged
11.66,9.58,4,medium,5,actively_encouraged
6.03,16.55,3,medium,5,actively_encouraged
5.22,7.62,2,medium,5,allowed_with_citation
1.74,14.55,1,high,5,allowed_with_citation
9.27,11.74,1,medium,5,allowed_with_citation
9.84,10.51,6,low,5,allowed_with_citation
19.61,12.21,5,high,5,allowed_with_citation
6.34,14.54,5,medium,5,actively_encouraged
2.49,7.19,4,low,5,actively_encouraged
4.24,17.07,3,medium,5,strict_ban
13.32,8.06,5,low,5,actively_encouraged
3.07,8.57,4,medium,5,strict_ban
0.51,4.86,3,low,5,allowed_with_citation
11.08,6.59,2,low,5,actively_encouraged
1.11,16.74,3,high,5,allowed_with_citation
2.8,10.6,6,medium,5,actively_encouraged
2.07,10.24,2,medium,5,actively_encouraged
0.74,6.8,1,medium,5,allowed_with_citation
10.36,7.7,7,high,5,allowed_with_citation
1.57,7.49,2,low,5,actively_encouraged
9.85,15.63,4,low,5,strict_ban
18.74,9.36,5,high,5,strict_ban
1.67,2.28,3,medium,5,allowed_with_citation
10.43,11.65,4,low,5,allowed_with_citation
26.77,5.79,8,medium,5,allowed_with_citation
12.63,9.38,6,low,5,allowed_with_citation
15.82,2.62,4,medium,5,allowed_with_citation
0.67,19.1,3,low,5,strict_ban
14.79,9.67,5,low,5,allowed_with_citation
0.88,10.4,4,medium,5,strict_ban
9.92,15.59,2,low,5,strict_ban
6.41,4.76,4,high,5,actively_encouraged
6.63,11.94,2,low,5,strict_ban
8.76,12.83,5,high,5,actively_encouraged
27.42,1.0,5,medium,5,allowed_with_citation
3.04,9.41,5,medium,5,allowed_with_citation
24.67,18.38,8,high,5,allowed_with_citation
27.96,12.19,6,high,5,allowed_with_citation
9.86,2.96,5,high,5,allowed_with_citation
11.16,14.4,5,low,5,allowed_with_citation
21.09,16.51,6,medium,5,actively_encouraged
1.4,7.61,3,medium,5,allowed_with_citation
0.03,13.91,3,medium,5,allowed_with_citation
27.67,15.35,4,high,5,actively_encouraged
17.8,13.34,8,medium,5,actively_encouraged
40.0,9.98,9,high,5,allowed_with_citation
4.77,6.6,3,low,5,allowed_with_citation
22.72,14.52,8,high,5,allowed_with_citation
1.58,1.63,2,medium,5,strict_ban
11.86,3.66,5,medium,5,allowed_with_citation
0.26,17.89,5,low,5,allowed_with_citation
10.22,1.56,5,low,5,allowed_with_citation
0.1,10.59,5,low,5,allowed_with_citation
0.68,1.0,2,low,5,actively_encouraged
1.36,17.24,2,low,5,actively_encouraged
18.36,11.91,7,high,5,allowed_with_citation
0.74,7.96,3,medium,5,allowed_with_citation
40.0,1.0,10,high,5,allowed_with_citation
15.38,12.9,5,medium,5,strict_ban
12.81,9.44,6,high,5,allowed_with_citation
12.53,1.0,3,medium,5,allowed_with_citation
27.65,4.41,6,medium,5,actively_encouraged
0.42,16.25,3,low,5,actively_encouraged
2.38,15.74,2,low,5,allowed_with_citation
4.49,10.26,5,medium,5,allowed_with_citation
0.8,14.47,2,low,5,strict_ban
21.48,11.6,6,high,5,allowed_with_citation
8.5,15.12,4,medium,5,allowed_with_citation
7.34,13.89,5,medium,5,strict_ban
9.86,18.95,5,medium,5,allowed_with_citation
7.41,15.97,5,medium,5,actively_encouraged
8.38,9.72,5,medium,5,allowed_with_citation
30.85,1.0,7,high,5,allowed_with_citation
10.35,10.91,1,high,5,actively_encouraged
0.74,16.82,1,low,5,allowed_with_citation
0.69,13.34,2,low,5,allowed_with_citation
3.41,8.77,3,low,5,actively_encouraged
6.05,13.73,4,low,5,allowed_with_citation
4.56,14.07,1,medium,5,allowed_with_citation
9.54,11.95,4,high,5,strict_ban
10.66,14.37,4,medium,5,allowed_with_citation
11.72,3.51,5,high,5,strict_ban
0.52,10.81,1,medium,5,actively_encouraged
4.2,12.24,3,medium,5,actively_encouraged
16.45,12.57,6,high,5,allowed_with_citation
3.6,4.19,4,low,5,allowed_with_citation
13.38,19.09,6,low,5,allowed_with_citation
4.56,15.37,5,medium,5,allowed_with_citation
3.83,10.49,3,high,5,allowed_with_citation
4.23,15.86,3,medium,5,allowed_with_citation
1.7,14.68,1,low,5,actively_encouraged
15.95,3.78,5,medium,5,actively_encouraged
7.42,12.91,3,low,5,allowed_with_citation
6.66,6.28,2,high,5,allowed_with_citation
21.77,9.31,6,medium,5,allowed_with_citation
6.16,5.06,2,low,5,actively_encouraged
0.24,16.05,3,medium,5,allowed_with_citation
25.84,11.58,7,high,5,allowed_with_citation
8.47,8.69,1,medium,5,strict_ban
2.01,8.08,3,low,5,allowed_with_citation
3.07,13.73,5,high,5,actively_encouraged
29.05,3.18,7,high,5,allowed_with_citation
0.35,9.84,3,low,5,actively_encouraged
12.92,14.47,5,medium,5,actively_encouraged
2.1,1.31,1,medium,5,actively_encouraged
0.13,13.75,3,low,5,allowed_with_citation
5.61,7.03,1,medium,5,actively_encouraged
2.85,9.68,1,medium,5,allowed_with_citation
0.02,8.12,3,low,5,allowed_with_citation
17.69,6.84,3,low,5,allowed_with_citation
3.08,14.81,4,medium,5,strict_ban
21.6,16.96,5,high,5,allowed_with_citation
1.03,3.39,5,high,5,allowed_with_citation
2.74,12.9,3,medium,5,allowed_with_citation
6.36,12.02,3,low,5,strict_ban
0.31,19.8,3,medium,5,allowed_with_citation
12.33,12.17,4,medium,5,allowed_with_citation
6.51,4.53,4,low,5,actively_encouraged
19.41,16.07,5,high,5,actively_encouraged
3.27,14.53,5,medium,5,strict_ban
3.36,10.96,4,high,5,allowed_with_citation
19.78,1.0,4,high,5,allowed_with_citation
19.44,10.88,3,medium,5,allowed_with_citation
9.38,11.17,3,low,5,allowed_with_citation
5.06,6.58,3,medium,5,allowed_with_citation
11.54,1.0,4,medium,5,actively_encouraged
2.67,10.62,3,medium,5,allowed_with_citation
4.04,8.13,3,medium,5,strict_ban
2.11,14.23,1,low,5,actively_encouraged
0.71,13.04,4,medium,5,actively_encouraged
0.21,12.07,2,low,5,actively_encouraged
12.87,1.0,4,medium,5,actively_encouraged
4.51,7.26,5,medium,5,actively_encouraged
3.81,10.71,3,high,5,allowed_with_citation
0.2,19.89,2,high,5,actively_encouraged
1.38,14.56,3,low,5,allowed_with_citation
16.06,5.31,7,high,5,allowed_with_citation
12.81,8.53,4,medium,5,actively_encouraged
1.86,8.28,3,low,5,allowed_with_citation
10.26,12.76,4,low,5,actively_encouraged
1.94,7.87,3,high,5,actively_encouraged
5.6,8.18,2,medium,5,strict_ban
9.42,15.33,2,low,5,actively_encouraged
16.57,5.84,3,low,5,actively_encouraged
6.93,15.46,3,high,5,strict_ban
15.3,18.96,4,high,5,strict_ban
0.65,13.14,4,high,5,allowed_with_citation
12.93,6.22,4,low,5,allowed_with_citation
0.43,10.73,4,low,5,allowed_with_citation
4.96,22.38,3,medium,5,actively_encouraged
3.67,15.96,1,medium,5,actively_encouraged
2.12,12.43,1,low,5,actively_encouraged
2.19,17.53,3,medium,5,allowed_with_citation
8.04,5.19,3,high,5,actively_encouraged
31.26,13.84,7,high,5,allowed_with_citation
0.87,4.98,1,medium,5,allowed_with_citation
3.02,5.66,4,low,5,allowed_with_citation
1.45,8.68,4,medium,5,allowed_with_citation
25.23,13.56,5,high,5,allowed_with_citation
18.21,12.56,7,medium,5,allowed_with_citation
2.94,7.03,2,low,5,actively_encouraged
4.48,7.49,4,low,5,allowed_with_citation
4.5,13.16,3,medium,5,actively_encouraged
3.61,6.54,3,low,5,allowed_with_citation
9.26,4.56,2,medium,5,actively_encouraged
2.35,8.25,3,low,5,allowed_with_citation
8.22,22.0,4,medium,5,strict_ban
12.77,11.21,5,high,5,strict_ban
0.35,13.52,4,high,5,allowed_with_citation
7.61,9.64,3,medium,5,strict_ban
3.15,24.12,5,medium,5,actively_encouraged
11.25,11.42,4,medium,5,allowed_with_citation
6.23,17.35,5,low,5,strict_ban
4.91,14.0,2,medium,5,strict_ban
7.42,20.4,6,high,5,allowed_with_citation
9.47,11.22,2,medium,5,strict_ban
14.19,10.99,5,high,5,strict_ban
33.69,16.47,6,high,5,allowed_with_citation
6.28,10.56,3,low,5,allowed_with_citation
14.97,8.12,5,high,5,strict_ban
3.9,10.78,1,high,5,allowed_with_citation
1.98,14.36,4,medium,5,allowed_with_citation
40.0,4.8,8,high,5,actively_encouraged
19.58,19.42,5,high,5,strict_ban
1.24,16.41,3,medium,5,actively_encouraged
2.62,8.2,4,medium,5,allowed_with_citation
7.52,15.0,3,low,5,allowed_with_citation
5.51,13.4,2,medium,5,strict_ban
2.54,16.49,4,medium,5,allowed_with_citation
8.24,14.5,4,medium,5,allowed_with_citation
23.98,1.0,4,high,5,allowed_with_citation
0.85,9.36,3,medium,5,allowed_with_citation
6.66,8.75,6,medium,5,strict_ban
2.39,10.49,4,medium,5,allowed_with_citation
2.19,19.7,4,medium,5,allowed_with_citation
1.42,3.83,2,medium,5,allowed_with_citation
21.88,8.8,7,high,5,allowed_with_citation
11.88,4.82,2,medium,5,actively_encouraged
1.29,3.19,1,medium,5,allowed_with_citation
8.98,11.86,5,medium,5,actively_encouraged
1.09,16.37,1,medium,5,allowed_with_citation
7.17,8.0,1,medium,5,actively_encouraged
6.73,13.59,4,low,5,allowed_with_citation
16.24,6.16,4,high,5,actively_encouraged
2.47,9.07,4,low,5,actively_encouraged
5.91,11.66,6,medium,5,allowed_with_citation
7.68,1.0,5,medium,5,strict_ban
7.62,8.59,4,medium,5,allowed_with_citation
10.54,14.19,2,medium,5,actively_encouraged
1.75,7.21,3,low,5,actively_encouraged
17.72,9.29,4,high,5,allowed_with_citation
0.74,12.68,3,low,5,strict_ban
5.02,9.77,6,medium,5,allowed_with_citation
1.86,15.33,3,medium,5,allowed_with_citation
38.0,11.53,6,high,5,allowed_with_citation
6.22,12.95,5,medium,5,allowed_with_citation
6.15,15.24,4,high,5,allowed_with_citation
1.12,15.12,2,high,5,strict_ban
8.33,15.3,5,low,5,allowed_with_citation
10.18,13.56,5,medium,5,strict_ban
6.61,2.02,5,medium,5,strict_ban
10.81,10.34,3,medium,5,actively_encouraged
3.07,11.63,3,medium,5,strict_ban
22.28,18.93,6,high,5,allowed_with_citation
8.15,14.61,3,medium,5,allowed_with_citation
7.38,3.49,2,medium,5,allowed_with_citation
4.15,10.14,3,medium,5,strict_ban
13.14,7.68,4,high,5,actively_encouraged
3.08,17.3,4,low,5,allowed_with_citation
0.96,18.14,4,medium,5,allowed_with_citation
5.27,15.01,4,high,5,allowed_with_citation
2.39,8.72,1,low,5,allowed_with_citation
5.74,5.36,2,low,5,actively_encouraged
3.72,9.33,3,low,5,actively_encouraged
6.97,9.95,1,low,5,strict_ban
1.97,11.73,4,low,5,allowed_with_citation
4.53,1.0,5,medium,5,allowed_with_citation
3.08,9.84,3,low,5,allowed_with_citation
20.23,13.11,4,high,5,actively_encouraged
20.64,8.66,3,medium,5,allowed_with_citation
3.39,13.59,2,low,5,actively_encouraged
19.91,6.48,7,medium,5,allowed_with_citation
6.78,16.55,2,medium,5,actively_encouraged
7.68,12.64,5,high,5,strict_ban
5.26,10.83,5,medium,5,allowed_with_citation
2.47,14.64,1,medium,5,strict_ban
2.64,13.51,2,medium,5,allowed_with_citation
1.23,7.96,3,medium,5,allowed_with_citation
4.64,7.55,4,medium,5,actively_encouraged
1.46,13.21,4,low,5,allowed_with_citation
8.56,10.91,4,medium,5,allowed_with_citation
5.57,15.65,2,medium,5,allowed_with_citation
0.33,16.04,3,medium,5,allowed_with_citation
8.14,21.61,2,medium,5,actively_encouraged
28.02,15.78,8,high,5,actively_encouraged
1.73,8.3,4,low,5,actively_encouraged
13.39,3.58,5,low,5,actively_encouraged
6.65,6.69,2,low,5,actively_encouraged
1.04,4.34,5,medium,5,allowed_with_citation
4.43,16.82,1,low,5,actively_encouraged
4.21,14.5,1,high,5,actively_encouraged
20.26,8.55,8,high,5,allowed_with_citation
6.67,16.22,5,high,5,strict_ban
6.26,10.53,2,medium,5,allowed_with_citation
5.72,9.74,4,low,5,allowed_with_citation
1.49,1.16,4,medium,5,allowed_with_citation
10.19,1.0,5,high,5,allowed_with_citation
2.41,13.75,3,medium,5,actively_encouraged
3.37,16.21,1,low,5,allowed_with_citation
4.3,17.35,2,low,5,actively_encouraged
1.87,11.02,4,medium,5,actively_encouraged
28.14,13.03,6,medium,5,allowed_with_citation
1.96,16.64,3,low,5,strict_ban
12.18,13.82,6,low,5,actively_encouraged
0.58,13.67,2,medium,5,actively_encouraged
0.15,14.28,3,medium,5,allowed_with_citation
3.5,14.89,3,medium,5,allowed_with_citation
7.2,9.32,2,low,5,allowed_with_citation
17.42,18.24,3,low,5,allowed_with_citation
1.24,18.47,3,low,5,strict_ban
14.86,23.25,4,low,5,actively_encouraged
4.09,6.18,5,medium,5,allowed_with_citation
7.29,15.42,5,medium,5,actively_encouraged
10.07,13.1,6,high,5,strict_ban
3.69,9.63,5,medium,5,allowed_with_citation
2.39,14.22,4,high,5,actively_encouraged
10.82,11.81,6,medium,5,allowed_with_citation
2.51,10.19,2,medium,5,allowed_with_citation
7.72,3.3,3,medium,5,actively_encouraged
0.57,5.74,2,low,5,strict_ban
1.89,19.07,3,medium,5,allowed_with_citation
4.15,22.81,4,high,5,strict_ban
1.52,9.17,3,medium,5,actively_encouraged
12.42,9.49,5,high,5,actively_encouraged
8.6,2.31,3,medium,5,allowed_with_citation
6.16,19.95,1,low,5,actively_encouraged
0.46,10.31,2,medium,5,allowed_with_citation
0.29,11.36,1,low,5,strict_ban
8.73,5.01,1,low,5,allowed_with_citation
6.51,18.71,3,medium,5,allowed_with_citation
3.1,18.1,2,low,5,allowed_with_citation
0.51,10.55,2,low,5,allowed_with_citation
2.68,16.02,2,medium,5,allowed_with_citation
0.79,17.99,3,low,5,actively_encouraged
17.53,14.51,5,high,5,allowed_with_citation
0.66,5.74,1,low,5,actively_encouraged
7.05,15.9,4,low,5,actively_encouraged
13.42,12.89,2,medium,5,actively_encouraged
40.0,9.78,10,high,5,allowed_with_citation
20.59,9.1,7,high,5,strict_ban
19.96,19.77,7,medium,5,allowed_with_citation
13.48,3.1,4,high,5,allowed_with_citation
4.56,9.92,1,low,5,strict_ban
10.91,7.73,3,medium,5,strict_ban
0.53,14.52,1,low,5,allowed_with_citation
21.57,7.18,4,medium,5,allowed_with_citation
24.87,15.54,5,high,5,allowed_with_citation
6.31,15.97,2,medium,5,allowed_with_citation
19.35,10.58,3,low,5,allowed_with_citation
12.28,13.62,3,high,5,allowed_with_citation
2.2,15.71,2,medium,5,strict_ban
2.57,13.09,4,medium,5,actively_encouraged
15.14,1.0,5,high,5,allowed_with_citation
15.91,9.19,2,high,5,allowed_with_citation
6.63,14.58,2,low,5,allowed_with_citation
12.96,5.01,5,high,5,allowed_with_citation
1.12,16.95,4,low,5,actively_encouraged
15.36,15.13,5,medium,5,allowed_with_citation
6.02,8.66,4,high,5,allowed_with_citation
3.3,20.03,2,high,5,allowed_with_citation
3.82,13.35,5,medium,5,strict_ban
3.06,13.3,1,low,5,allowed_with_citation
11.66,5.33,5,high,5,allowed_with_citation
6.75,1.17,1,medium,5,actively_encouraged
0.13,11.23,1,low,5,allowed_with_citation
2.61,7.89,4,medium,5,actively_encouraged
23.97,23.48,4,medium,5,allowed_with_citation
12.25,6.23,6,medium,5,allowed_with_citation
1.37,5.28,4,medium,5,allowed_with_citation
4.54,6.13,5,medium,5,allowed_with_citation
3.32,7.3,4,low,5,allowed_with_citation
0.59,10.69,2,medium,5,allowed_with_citation
5.15,18.4,2,medium,5,actively_encouraged
3.62,18.0,3,medium,5,actively_encouraged
6.11,11.15,3,medium,5,allowed_with_citation
10.52,11.94,2,medium,5,strict_ban
1.33,17.14,3,medium,5,allowed_with_citation
4.6,5.07,4,medium,5,strict_ban
1.53,14.15,1,medium,5,actively_encouraged
2.05,8.94,1,medium,5,strict_ban
6.33,10.83,4,low,5,allowed_with_citation
15.1,4.39,5,medium,5,actively_encouraged
4.4,1.24,4,medium,5,actively_encouraged
4.71,10.89,2,low,5,actively_encouraged
3.5,2.42,2,low,5,allowed_with_citation
19.25,8.12,6,high,5,allowed_with_citation
10.78,11.1,6,low,5,actively_encouraged
19.55,2.09,4,medium,5,allowed_with_citation
1.34,12.68,2,medium,5,allowed_with_citation
11.0,9.07,3,low,5,strict_ban
6.27,17.55,6,medium,5,allowed_with_citation
9.8,6.19,3,medium,5,allowed_with_citation
31.42,4.75,8,high,5,allowed_with_citation
5.32,18.91,1,low,5,actively_encouraged
5.38,2.83,4,low,5,allowed_with_citation
5.44,11.15,6,medium,5,allowed_with_citation
1.21,24.21,2,low,5,allowed_with_citation
7.75,12.55,2,high,5,allowed_with_citation
2.08,8.35,3,low,5,actively_encouraged
3.76,12.46,2,low,5,allowed_with_citation
3.37,13.57,5,high,5,strict_ban
3.09,12.14,4,low,5,actively_encouraged
3.17,9.7,4,low,5,strict_ban
7.96,1.24,4,low,5,allowed_with_citation
5.37,6.51,5,low,5,allowed_with_citation
19.55,9.16,5,high,5,allowed_with_citation
5.15,6.51,2,medium,5,allowed_with_citation
0.18,20.85,3,medium,5,strict_ban
6.89,1.0,4,high,5,allowed_with_citation
1.77,15.88,1,low,5,actively_encouraged
5.94,15.69,3,low,5,allowed_with_citation
25.02,7.39,8,high,5,actively_encouraged
9.98,9.93,3,high,5,actively_encouraged
16.83,12.3,6,medium,5,strict_ban
8.85,12.56,2,high,5,allowed_with_citation
18.98,11.93,6,high,5,actively_encouraged
1.71,13.57,1,low,5,allowed_with_citation
1.87,6.87,3,medium,5,allowed_with_citation
4.19,8.71,1,high,5,allowed_with_citation
14.47,10.92,5,low,5,actively_encouraged
25.43,4.38,6,high,5,allowed_with_citation
3.6,14.16,2,medium,5,allowed_with_citation
6.35,15.41,4,low,5,allowed_with_citation
9.2,17.11,6,low,5,allowed_with_citation
3.88,12.4,4,low,5,actively_encouraged
13.41,17.27,6,high,5,strict_ban
30.2,3.95,5,high,5,allowed_with_citation
3.38,20.6,2,low,5,allowed_with_citation
2.14,19.22,3,low,5,allowed_with_citation
1.84,16.32,4,low,5,allowed_with_citation
0.56,14.73,1,medium,5,allowed_with_citation
26.94,7.96,5,low,5,allowed_with_citation
3.22,7.87,3,low,5,strict_ban
11.5,8.84,4,medium,5,actively_encouraged
7.98,17.03,4,high,5,allowed_with_citation
10.33,12.6,2,medium,5,allowed_with_citation
5.26,13.88,4,high,5,allowed_with_citation
25.9,5.96,8,high,5,actively_encouraged
17.69,4.67,7,high,5,allowed_with_citation
16.58,6.49,5,high,5,strict_ban
15.7,15.05,5,medium,5,actively_encouraged
8.74,22.41,2,low,5,allowed_with_citation
5.21,12.5,5,low,5,allowed_with_citation
4.23,13.44,4,high,5,strict_ban
1.8,8.64,4,low,5,actively_encouraged
14.53,9.17,3,medium,5,strict_ban
5.23,12.49,3,medium,5,strict_ban
11.44,13.74,5,high,5,allowed_with_citation
2.14,22.97,1,low,5,actively_encouraged
7.67,12.17,2,low,5,actively_encouraged
6.82,8.06,2,low,5,allowed_with_citation
2.29,17.76,1,medium,5,allowed_with_citation
0.11,16.98,1,low,5,allowed_with_citation
0.81,9.01,1,low,5,allowed_with_citation
1.65,6.08,1,medium,5,actively_encouraged
2.81,10.13,1,medium,5,actively_encouraged
6.74,4.82,3,medium,5,actively_encouraged
0.32,17.39,2,medium,5,allowed_with_citation
10.66,12.64,5,medium,5,actively_encouraged
5.24,9.88,3,medium,5,allowed_with_citation
6.13,10.35,4,medium,5,allowed_with_citation
0.09,35.86,3,low,5,allowed_with_citation
5.31,19.62,5,medium,5,allowed_with_citation
11.21,12.28,5,low,5,actively_encouraged
5.23,8.5,3,high,5,allowed_with_citation
0.68,7.81,3,high,5,allowed_with_citation
9.67,18.45,6,high,5,strict_ban
11.67,13.82,2,high,5,strict_ban
4.18,6.93,3,medium,5,strict_ban
1.62,16.19,2,low,5,allowed_with_citation
0.85,12.05,2,high,5,actively_encouraged
10.36,12.33,4,low,5,actively_encouraged
0.28,24.46,3,medium,5,actively_encouraged
3.12,8.13,4,low,5,actively_encouraged
13.04,15.13,6,high,5,allowed_with_citation
9.5,4.09,5,medium,5,actively_encouraged
30.41,12.48,5,high,5,actively_encouraged
3.28,21.53,2,medium,5,allowed_with_citation
4.65,9.95,5,high,5,allowed_with_citation
14.02,21.55,7,high,5,allowed_with_citation
18.25,16.1,3,medium,5,allowed_with_citation
12.43,3.15,5,medium,5,allowed_with_citation
40.0,3.62,9,high,5,actively_encouraged
6.6,13.68,3,low,5,strict_ban
3.16,2.49,2,medium,5,allowed_with_citation
27.24,15.95,6,high,5,allowed_with_citation
2.0,11.01,2,medium,5,allowed_with_citation
11.67,13.29,3,medium,5,allowed_with_citation
8.69,11.8,4,medium,5,strict_ban
9.74,5.11,3,medium,5,strict_ban
4.79,19.24,6,high,5,allowed_with_citation
17.67,11.15,5,high,5,allowed_with_citation
1.76,5.75,5,low,5,allowed_with_citation
40.0,11.45,8,high,5,actively_encouraged
3.34,7.4,3,medium,5,allowed_with_citation
11.97,4.99,4,high,5,actively_encouraged
3.51,4.56,3,high,5,allowed_with_citation
2.15,9.25,3,low,5,allowed_with_citation
5.63,1.0,3,low,5,actively_encouraged
0.64,18.04,1,medium,5,actively_encouraged
15.47,18.89,5,medium,5,actively_encouraged
4.15,10.99,4,high,5,allowed_with_citation
0.94,8.37,1,medium,5,allowed_with_citation
6.4,8.12,1,medium,5,allowed_with_citation
4.81,10.17,3,low,5,allowed_with_citation
16.32,3.85,4,high,5,strict_ban
5.81,3.4,1,low,5,allowed_with_citation
1.81,12.33,1,medium,5,strict_ban
9.67,12.12,3,low,5,strict_ban
2.91,10.58,3,medium,5,allowed_with_citation
5.54,5.41,1,low,5,actively_encouraged
6.69,11.04,2,medium,5,allowed_with_citation
22.75,10.03,9,high,5,actively_encouraged
1.45,17.5,1,low,5,allowed_with_citation
8.41,6.85,3,medium,5,actively_encouraged
1.67,3.89,2,medium,5,allowed_with_citation
1.85,18.09,5,medium,5,allowed_with_citation
2.14,1.0,4,high,5,actively_encouraged
10.82,6.18,6,high,5,allowed_with_citation
9.95,8.69,2,medium,5,allowed_with_citation
10.49,11.3,4,medium,5,actively_encouraged
5.14,9.25,1,low,5,allowed_with_citation
3.85,13.01,3,medium,5,actively_encouraged
9.87,10.78,4,low,5,actively_encouraged
9.72,13.65,5,low,5,strict_ban
